"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"4491";"54";332,885952553523;"пер. Обский";"92a, 89, 54, 18п";NA;NA;"95, 79, 44, 29";47,28535;39,7469;428751,703644312;2206574,68081832;4;0;0;4;8;34
"11861";"54";463,913214752822;"Школа";"92a, 89, 54, 18п";NA;NA;"95, 79, 44, 29";47,2873;39,74236;428973,951286305;2206234,68686693;4;0;0;4;8;78
"3121";"54";378,227732228039;"Лестница";"92a, 89, 54, 18п";NA;NA;"95, 79, 44, 29";47,2902;39,73771;429301,967613751;2205888,08538669;4;0;0;4;8;24
"7291";"54";369,382275638469;"Рынок ""Геркулес""";"89, 83, 78, 54, 33";NA;NA;"56, 25, 23, 83, 78";47,29369;39,73466;429693,657871666;2205663,59377251;5;0;0;5;10;59
"9631";"54";476,530334829607;"ул. Лелюшенко";"83, 78, 54, 33, 89";NA;NA;"83, 78, 56, 25, 23";47,29655;39,73746;430008,227883179;2205880,45953687;5;0;0;5;10;73
"1008";"54";378,962440795899;"ул. Миронова";"69a, 69, 54";NA;NA;"83, 78, 56, 25, 23";47,29765;39,74356;430123,162857711;2206343,76469563;3;0;0;5;8;74
"696";"54";526,543192001147;"р-к ""Верхний Темерник""";"69a, 69, 54";NA;NA;"83, 78, 56, 25, 23";47,30082;39,74539;430473,386359924;2206487,76787063;3;0;0;5;8;54
"9162";"54";NA;"ул. Думенко,15";"69a, 69, 54, 35, 22";NA;NA;"83, 78, 56, 25, 23";47,29902;39,75184;430265,543597834;2206972,39776282;5;0;0;5;10;71
"11663";"57";500,093309370763;"Центральный рынок";"75, 64, 57, 41, 16, 4";NA;"12, 8";NA;47,21695;39,70794;421194,913739701;2203503,05887754;6;0;2;0;8;52
"5167";"57";392,698144556161;"пл. 5-го Донского корпуса";"71, 15, 16, 26, 34, 34а, 41, 57, 4, 64";NA;"12, 8";"8, 16, 34, 44, 48, 71, 4";47,21566;39,70027;421061,024294283;2202919,72795257;10;0;2;7;19;28
"5567";"57";696,486599185142;"пл. Стачки 1902 года";"15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 4";NA;"12, 8";"16, 8, 34, 40, 44, 48, 52, 55, 59, 67, 71, 98, 4";47,21394;39,69547;420875,796024439;2202552,98206757;12;0;2;13;27;34
"5077";"57";435,512029889256;"Переходной мост";"16, 4, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 15";NA;"12, 8";"34, 16, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21166;39,68585;420634,392542429;2201820,0490049;12;0;2;11;25;26
"8667";"57";458,517065868355;"ул. Бабушкина";"98, 15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 4";NA;"12, 8";"16, 34, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21122;39,67894;420594,202241709;2201295,77378992;12;0;2;11;25;45
"5306";"57";299,524907496268;"пл. Дружинников";"98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21094;39,67126;420572,826323943;2200713,4578217;11;0;1;10;22;30
"9545";"57";117,758010720282;"ул. Кулагина";"64, 57, 34а, 34, 26, 16, 15, 98, 67, 71";NA;"12";"98, 16, 34, 40, 44, 52, 55, 59, 71, 67";47,21114;39,66731;420600,09908105;2200414,60194228;10;0;1;10;21;46
"8256";"57";180,852531788183;"Тренёва";"41, 34а, 34, 26, 16, 15, 67, 71, 98, 57, 64";NA;"8";"67, 16, 34, 40, 44, 52, 59, 71, 98, 55";47,21137;39,66579;420627,611598386;2200299,88700912;11;0;1;10;22;39
"10015";"57";284,345388787944;"ул. Международная";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21159;39,66196;420656,974857247;2200010,16325292;10;0;1;10;21;47
"8465";"57";269,95917157843;"ул. 2-я Кольцевая";"41, 16, 26, 34а, 57, 64, 67, 71, 98, 34";NA;"8";"44, 16, 52, 34, 40, 98, 71, 67, 59, 55";47,21184;39,65645;420691,849923889;2199593,23297876;10;0;1;10;21;40
"8565";"57";112,624828481219;"ул. 6-я Кольцевая";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21185;39,65288;420697,565829289;2199322,81258063;10;0;1;10;21;43
"1905";"57";247,293089578561;"Глазная клиника";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21205;39,65142;420721,686874218;2199212,59222768;10;0;1;10;21;14
"5655";"57";226,425190549643;"пл. Тружеников";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21202;39,64815;420722,584455088;2198964,82282915;10;0;1;10;21;36
"5633";"57";208,957004755312;"пл. Тружеников";"98, 57, 41, 34а, 34";NA;NA;"98, 44, 34";47,21144;39,64528;420661,827852408;2198746,30607613;5;0;0;3;8;35
"3603";"57";417,823399812854;"Новосел";"57, 41, 34а, 34, 98";NA;"12";"98, 44, 34";47,20967;39,6462;420463,857775403;2198812,6282914;5;0;1;3;9;24
"1541";"57";363,674509481854;"Военкомат";"98, 57, 34";NA;NA;"98, 34";47,20827;39,64071;420315,356290577;2198394,04825928;3;0;0;2;5;12
"5501";"57";316,862347221003;"пл. Плевен";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20828;39,63465;420324,383508124;2197934,97177493;5;0;1;8;14;32
"11331";"57";338,259799786994;"Универсам";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,208;39,62918;420300,430649456;2197520,0335798;5;0;1;8;14;50
"7881";"57";191,509621842706;"Сказка";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20789;39,62471;420294,086914214;2197181,17920277;5;0;1;8;14;38
"5871";"57";269,408213895687;"Поликлиника больницы №20";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20772;39,62219;420278,513992451;2196989,93724076;5;0;1;8;14;37
"538";"57";130,694745774057;"42-й дом";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20";47,2077;39,61752;420282,471255299;2196636,1033024;5;0;1;7;13;6
"923";"57";177,019938343521;"Аптека";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20753;39,61581;420265,840400642;2196506,22404843;5;0;1;8;14;9
"11502";"57";406,496280680231;"Хладокомбинат";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20717;39,61353;420228,847350643;2196332,79028015;6;0;1;10;17;51
"8492";"57";149,949991698984;"ул. 2-я Краснодарская";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20352;39,61337;419823,280692655;2196313,54638392;6;0;1;10;17;42
"3371";"57";323,971466681073;"Магазин ""Богатырь""";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20";47,20359;39,61535;419828,4316537;2196463,69762689;5;0;1;7;13;23
"1983";"57";2344,10848080389;"ГПЗ-10";"98, 96, 94, 57, 34а, 34, 32";NA;NA;"98, 96, 94, 93, 44, 20";47,20009;39,61318;419442,212123502;2196292,45745231;7;0;0;6;13;15
"289";"57";2264,91753711513;"к-з Путь к коммунизму";"57";NA;NA;NA;47,18187;39,59635;417439,177534214;2194981,26300391;1;0;0;0;1;20
"20";"57";320,47178663093;"1-я Кумженская";"57";NA;NA;NA;47,17638;39,5673;416868,367066436;2192768,32571626;1;0;0;0;1;2
"62";"57";325,682818589084;"7-й километр";"57";NA;NA;NA;47,17601;39,5631;416833,015527993;2192449,20242086;1;0;0;0;1;7
"35";"57";383,221362854084;"2-я Кумженская";"57";NA;NA;NA;47,17474;39,55899;416697,502158279;2192135,07215561;1;0;0;0;1;3
"138";"57";514,163601083945;"Бочка";"57";NA;NA;NA;47,1725;39,55451;416454,681912256;2191790,90518855;1;0;0;0;1;10
"282";"57";268,807851947501;"Кафе ""Тайфун""";"57";NA;NA;NA;47,16841;39,55108;416004,753479792;2191522,54087742;1;0;0;0;1;17
"318";"57";NA;"Магазин";"57";NA;NA;NA;47,16765;39,54772;415924,940364853;2191266,24961101;1;0;0;0;1;22
"6897";"58";1118,6021563851;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;22
"2927";"58";196,911976364627;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;5
"5358";"58";407,344472266779;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;14
"10908";"58";378,4426221321;"ул. Текучева";"21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2";NA;NA;"99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78";47,23349;39,7015;423041,709520378;2203045,46180448;14;0;0;11;25;30
"9959";"58";560,855514629294;"ул. Малюгиной";"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27";NA;NA;"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12";47,23023;39,70292;422677,519052909;2203147,03985433;16;0;0;12;28;29
"9888";"58";668,133124472512;"ул. Максима Горького";"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47";NA;NA;"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47";47,22541;39,70508;422138,982230391;2203301,83178342;15;0;0;11;26;28
"2939";"58";309,078751330161;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;6
"11624";"58";785,71700938585;"Центральный рынок";"60, 58, 35а, 35, 9, 2";NA;NA;NA;47,21773;39,71062;421278,314448621;2203707,47284783;6;0;0;0;6;33
"5546";"58";564,051885670105;"пл. Советов";"99, 92a, 90а, 90, 78, 77, 65, 58, 47, 46, 35а, 35, 33, 1";NA;"6";NA;47,22181;39,7191;421721,459709701;2204357,13961722;14;0;1;0;15;17
"9816";"58";582,402331108087;"ул. М. Горького";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"47, 49, 65, 77, 83, 92";47,22668;39,71704;422265,402809142;2204209,90318717;14;0;1;6;21;27
"9676";"58";246,244647204803;"ул. Лермонтовская";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"47, 49, 65, 77, 83, 92";47,2317;39,71487;422826,161816403;2204054,63739031;14;0;1;6;21;26
"11566";"58";614,007589148365;"ЦГБ";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"25, 47, 49, 65, 77, 83, 92";47,23382;39,71394;423062,994607226;2203988,04778962;14;0;1;7;22;32
"3756";"58";730,945363576955;"Общежитие РИСИ";"99, 46, 47, 58, 65, 77, 78, 90, 90а, 35а, 92a, 35, 1, 33";NA;"6";"47, 49, 65, 77, 83, 92, 25";47,23933;39,71357;423676,015756019;2203970,0009786;14;0;1;7;22;9
"11066";"58";394,28036345749;"ул. Турмалиновская";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"25, 47, 49, 65, 77, 83, 92";47,24589;39,71315;424405,831424119;2203950,07643592;14;0;1;7;22;31
"5417";"58";165,860378545037;"пл. Ленина";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24939;39,71395;424793,952978856;2204016,97290046;10;0;0;5;15;15
"5444";"58";351,516015110037;"пл. Ленина";"99, 96, 58, 35а, 35, 17, 1";NA;NA;"96, 58, 56, 49, 14";47,24969;39,7118;424829,956125058;2203854,76174867;7;0;0;5;12;16
"3904";"58";926,179239474321;"пер. Ашхабадский";"99, 96, 58, 35а, 35, 17, 1";NA;NA;"96, 58, 56, 49, 14";47,24978;39,70715;424845,710793192;2203502,92275688;7;0;0;5;12;12
"2147";"58";332,798915487661;"Дом №111";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24949;39,71956;424798,174030959;2204441,82975911;10;0;0;5;15;4
"3887";"58";332,711858680992;"пер. Автосборочный";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24911;39,72449;424749,892876718;2204814,3480324;10;0;0;5;15;10
"1337";"58";407,416598499528;"Больница";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24925;39,72901;424759,944648041;2205156,76401733;10;0;0;5;15;2
"11917";"58";240,389717021659;"Школа";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24911;39,73506;424737,032863489;2205614,5010402;10;0;0;5;15;35
"3277";"58";258,023337374567;"Магазин";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24893;39,73896;424712,304046064;2205909,41331927;10;0;0;5;15;7
"8217";"58";287,092033984278;"Торговое училище";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24893;39,74301;424707,420668899;2206216,00099509;10;0;0;5;15;24
"5787";"58";191,907604364654;"Поликлиника";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24911;39,7468;424722,876478679;2206503,22378302;10;0;0;5;15;21
"5777";"58";192,958012390828;"Поликлиника";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24896;39,74933;424703,167206291;2206694,48201003;10;0;0;5;15;20
"3967";"58";255,46967139067;"пер. Богучаровский";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24924;39,75185;424731,280794963;2206885,73910731;10;0;0;5;15;13
"5577";"58";752,965721692778;"пл. Страны Советов";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24947;39,75579;424752,149099327;2207184,40051202;10;0;0;5;15;18
"7806";"58";NA;"Сельмаш";"63, 58, 42а, 42, 35а, 35, 17, 5";NA;NA;"63, 19, 14";47,25378;39,76347;425222,186854734;2207773,27029366;8;0;0;3;11;23
"1003";"60";348,971617048419;"ул. Мечникова";"60";NA;NA;NA;47,24123;39,67381;423937,013020868;2200963,14884115;1;0;0;0;1;18
"1104";"60";171,074107031838;"ул. Турксибская";"60";NA;NA;NA;47,23806;39,67541;423582,561335818;2201078,37838549;1;0;0;0;1;24
"839";"60";248,507017841359;"ул. 12-го февраля";"60";NA;NA;NA;47,23624;39,67601;423379,464529612;2201120,41723089;1;0;0;0;1;10
"1073";"60";343,862514521161;"ул. Самойловская";"60";NA;NA;NA;47,23365;39,67834;423088,572049262;2201292,02504103;1;0;0;0;1;20
"338";"60";411,215421574182;"Магазин ""Красный""";"60";NA;NA;NA;47,23291;39,68275;423000,727487196;2201624,58892973;1;0;0;0;1;2
"930";"60";264,030426910566;"ул. Зенитчиков";"60";NA;NA;NA;47,23376;39,68833;423088,195913065;2202048,69389947;1;0;0;0;1;13
"4051";"60";41,971876891891;"пер. Гвардейский";"60, 9";NA;NA;"93, 25, 23, 12";47,23159;39,68974;422845,178741282;2202151,46208026;2;0;0;4;6;5
"1089";"60";324,668436722093;"ул. Текучева";"60";NA;NA;NA;47,23125;39,6895;422807,6812234;2202132,66117523;1;0;0;0;1;21
"4041";"60";277,505013023774;"пер. Гвардейский";"60, 9";NA;NA;"23, 12, 93, 25";47,22853;39,69105;422503,344893025;2202245,02747021;2;0;0;4;6;4
"4181";"60";408,141955279866;"пер. Доломановский";"60, 9";NA;NA;"93, 25, 23, 12";47,22919;39,69459;422572,285002543;2202514,3223243;2;0;0;4;6;6
"5001";"60";413,690874512897;"пер. Халтуринский";"60, 9";NA;NA;"93, 25, 23, 12";47,23276;39,69582;422967,635481114;2202614,01826476;2;0;0;4;6;7
"10921";"60";351,000385071696;"ул. Текучева";"60, 9";NA;NA;"93, 25, 23, 12";47,23381;39,70107;423077,820038827;2203013,4858108;2;0;0;4;6;22
"6181";"60";79,974007784434;"пр. Буденновский";"60, 9";NA;NA;"93, 25, 23, 12";47,23075;39,70219;422736,236611067;2203092,70826163;2;0;0;4;6;8
"99412";"60";498,406460798641;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;16
"98711";"60";519,888306676651;"ул. Максима Горького";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22512;39,70555;422106,159002276;2203336,8988369;14;0;0;11;25;14
"86111";"60";109,469719952397;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;11
"29310";"60";309,078751330161;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;1
"11625";"60";NA;"Центральный рынок";"60, 58, 35а, 35, 9, 2";NA;NA;NA;47,21773;39,71062;421278,314448621;2203707,47284783;6;0;0;0;6;25
"11612";"61";340,897259660654;"Центральный рынок";"61, 51, 27";NA;NA;NA;47,21793;39,71141;421299,573427495;2203767,67384875;3;0;0;0;3;22
"29311";"61";109,469719952397;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;1
"86112";"61";519,888306676651;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;10
"98810";"61";498,406460798641;"ул. Максима Горького";"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47";NA;NA;"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47";47,22541;39,70508;422138,982230391;2203301,83178342;15;0;0;11;26;14
"99511";"61";378,4426221321;"ул. Малюгиной";"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27";NA;NA;"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12";47,23023;39,70292;422677,519052909;2203147,03985433;16;0;0;12;28;16
"109111";"61";320,193944637881;"ул. Текучева";"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61";NA;NA;"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6";47,23429;39,70138;423130,79744132;2203037,83653444;13;0;0;12;25;21
"5359";"61";178,383313613686;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;6
"5381";"61";406,957073386018;"пл. Комсомольская";"61";NA;NA;NA;47,23804;39,69811;423551,771250035;2202797,09567162;1;0;0;0;1;7
"621";"61";342,83210582777;"пр. Буденновский, 103 по требованию";"61";NA;NA;NA;47,24067;39,70185;423839,498642614;2203085,07699812;1;0;0;0;1;8
"683";"61";827,958896761389;"Рабочий городок";"61";NA;NA;NA;47,24374;39,70149;424181,248881405;2203063,42910622;1;0;0;0;1;9
"502";"61";395,113846524426;"пер. Халтуринский";"61";NA;NA;NA;47,23858;39,6936;423617,440601317;2202456,60867658;1;0;0;0;1;5
"419";"61";386,779168367015;"пер. Доломановский";"61";NA;NA;NA;47,23919;39,68845;423691,715969355;2202067,80055951;1;0;0;0;1;3
"9571";"61";611,480392171187;"ул. Курганная";"61";NA;NA;NA;47,23983;39,68342;423769,20085901;2201688,14267201;1;0;0;0;1;12
"1051";"61";306,578637933449;"ул. Павленко";"61";NA;NA;NA;47,2453;39,68416;424376,385832548;2201754,29892591;1;0;0;0;1;19
"411";"61";352,181109822017;"пер. Джамбульский";"61";NA;NA;NA;47,24514;39,68821;424353,499234184;2202060,61171002;1;0;0;0;1;2
"486";"61";1127,37720955692;"пер. Сибирский";"61";NA;NA;NA;47,24493;39,69286;424324,318207907;2202412,25812547;1;0;0;0;1;4
"1034";"61";533,318778724366;"ул. Окраинная";"61";NA;NA;NA;47,24543;39,67796;424398,674862579;2201285,16545934;1;0;0;0;1;18
"905";"61";369,559350746448;"ул. Джапаридзе";"61";NA;NA;NA;47,24067;39,67716;423870,503556047;2201215,73986711;1;0;0;0;1;11
"1004";"61";NA;"ул. Мечникова";"61";NA;NA;NA;47,24209;39,67274;424033,982600169;2200883,74390766;1;0;0;0;1;17
"264";"63";277,919114763617;"Институт сервиса";"65, 63";NA;NA;"65, 63, 38, 29, 11";47,30293;39,73604;430719,239687748;2205784,41305185;2;0;0;5;7;9
"1044";"63";484,056101007269;"ул. Орбитальная, 70";"65, 63";NA;NA;"11, 65, 63, 38, 29";47,30244;39,73157;430670,184264335;2205445,5003648;2;0;0;5;7;46
"1041";"63";308,5563253429;"ул. Орбитальная, 64";"65, 63";NA;NA;"65, 63, 38, 29, 11";47,30167;39,72445;430593,253311316;2204905,67233205;2;0;0;5;7;43
"1039";"63";360,410591447369;"ул. Орбитальная, 54";"65, 63";NA;NA;"65, 63, 29, 11";47,30116;39,71963;430542,453877974;2204540,23845312;2;0;0;4;6;41
"1037";"63";249,193852995349;"ул. Орбитальная, 42";"65, 63";NA;NA;"65, 63, 29, 11";47,30063;39,7146;430489,712054111;2204158,8797851;2;0;0;4;6;39
"2221";"63";506,553594285944;"Дом детского творчества";"65, 63";NA;NA;"65, 63, 29, 11";47,29874;39,71228;430282,451214602;2203979,99848069;2;0;0;4;6;8
"5391";"63";212,620227414612;"пл. Королева";"92a, 65, 63, 18л";NA;"6";"83, 65, 63, 56, 44, 25, 11";47,29391;39,71387;429743,518543878;2204091,50313387;4;0;1;7;12;16
"11781";"63";291,855206468818;"Шаталова";"63, 18л, 92a, 65";NA;"6";"83, 65, 63, 56, 44, 25, 11";47,29079;39,71461;429395,743052583;2204141,82795159;4;0;1;7;12;49
"1432";"63";344,94915416927;"бул. Комарова";"92a, 83, 65, 63, 33, 18п";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,28809;39,71482;429095,313784413;2204152,82748088;6;0;1;8;15;4
"5832";"63";424,408207884451;"Поликлиника №16";"92a, 78, 65, 63, 33, 18л";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,2851;39,71588;428761,598286398;2204227,60594833;6;0;1;8;15;24
"7765";"63";766,115552615599;"Северный рынок";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,28091;39,71683;428294,610173732;2204291,9044413;10;0;1;10;21;26
"9195";"63";318,186849317265;"ул. Евдокимова";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,27409;39,71855;427534,289932214;2204409,73043114;10;0;1;10;21;35
"11087";"63";498,978224812249;"ул. Фурмановская";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,27054;39,71999;427137,855531933;2204512,29266777;14;0;1;12;27;48
"10227";"63";155,576750919637;"ул. Нариманова";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,26617;39,72146;426650,22397021;2204615,66480817;14;0;1;12;27;38
"10208";"63";536,043804817289;"ул. Нариманова";"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90";NA;"6";"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77";47,26493;39,72051;426513,532179374;2204541,53999504;15;0;1;12;28;37
"8268";"63";440,465422259162;"ТРЦ ""Горизонт""";"92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90";NA;"6";"21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92";47,25983;39,7177;425949,993277756;2204319,68303993;15;0;1;12;28;31
"8954";"63";173,886478937099;"ул. Герасименко";"65, 18л, 33, 46, 63, 77, 78, 90, 90а, 92a, 47";NA;"6";"63, 65, 25, 47, 56, 92, 83, 77, 66";47,25606;39,71593;425533,043862274;2204178,9089394;11;0;1;9;21;34
"8945";"63";506,601971957443;"ул. Герасименко";"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83";NA;"6";"45, 56, 63, 65, 66, 77, 83, 92, 25";47,25467;39,71488;425379,804506779;2204096,92058985;10;0;1;9;20;33
"5418";"63";410,702918717577;"пл. Ленина";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24939;39,71395;424793,952978856;2204016,97290046;10;0;0;5;15;18
"2148";"63";332,798915487661;"Дом №111";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24949;39,71956;424798,174030959;2204441,82975911;10;0;0;5;15;6
"3888";"63";332,711858680992;"пер. Автосборочный";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24911;39,72449;424749,892876718;2204814,3480324;10;0;0;5;15;13
"1338";"63";407,416598499528;"Больница";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24925;39,72901;424759,944648041;2205156,76401733;10;0;0;5;15;2
"11918";"63";240,389717021659;"Школа";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24911;39,73506;424737,032863489;2205614,5010402;10;0;0;5;15;52
