object_name;bus;tram;trolleybus;shuttle_bus;latitude_1;longitude_1;latitude_2;longitude_2
ул. 2-я Кольцевая;41, 16, 26, 34а, 57, 64, 67, 71, 98, 34;;8;44, 16, 52, 34, 40, 98, 71, 67, 59, 55;47.21184;39.65645;420691,8499;2199593,233
ул. 2-я Кольцевая;98, 26, 34, 34а, 41, 57, 64, 67, 71, 16;;12;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21156;39.6582;420658,4691;2199725,273
ул. 2-я Краснодарская;32;;;56, 25, 23;47.20345;39.61364;419815,1396;2196333,866
ул. 2-я Краснодарская;34, 57, 94, 96, 98, 32;;8;34, 20, 25, 56, 73, 93, 94, 96, 98, 23;47.20352;39.61337;419823,2807;2196313,546
ул. 2-я Луговая, 28;31;;;;47.19253;39.68987;418502,6049;2202089,337
ул. 38-я линия;;;;53, 24;47.23443;39.77328;423059,4082;2208482,455
ул. 38-я линия;68;;;53;47.23468;39.77418;423086,145;2208551,035
ул. 50-летия РСМ;89, 69, 54;;;95, 92, 90, 44;47.28019;39.76768;428153,3191;2208137,716
ул. 5-я Кольцевая;;7;;;47.21835;39.65412;421418,5882;2199429,055
ул. 5-я Кольцевая;;7;;;47.21821;39.65436;421402,7144;2199446,968
ул. 6-я Кольцевая;98, 26, 34, 34а, 41, 57, 64, 67, 71, 16;;12;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21185;39.65288;420697,5658;2199322,813
ул. Андрея Сладкова;;7;;;47.21691;39.64947;421264,5092;2199074,109
ул. Андрея Сладкова;;7;;;47.21684;39.64953;421256,6495;2199078,52
ул. Артиллерийская;17, 6;;;56, 6;47.25026;39.68507;424926,6592;2201832,369
ул. Артиллерийская;17, 6;;;56, 6;47.2502;39.68503;424920,0392;2201829,23
ул. Б. Садовая;83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60;;;99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90;47.22066;39.70759;421607,799;2203483,291
ул. Б. Садовая;98, 75, 67;;;;47.21765;39.6965;421286,9605;2202637,806
ул. Б. Садовая;83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65;;6;45, 49, 65, 77, 83, 92;47.2232;39.71823;421877,0583;2204293,752
ул. Б. Садовая;;;;92, 83, 77, 65, 49, 47;47.22274;39.71866;421825,3907;2204325,49
ул. Бабушкина;15, 98, 4, 16, 26, 34, 41, 57, 64, 67, 71, 34а;;12, 8;4, 40, 44, 52, 55, 59, 67, 16, 98, 34, 71;47.2111;39.68015;420579,3302;2201387,214
ул. Бабушкина;98, 15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 4;;12, 8;16, 34, 40, 44, 52, 55, 59, 67, 71, 98, 8;47.21122;39.67894;420594,2022;2201295,774
ул. Балакирева;;7;;;47.21952;39.66769;421531,2419;2200459,095
ул. Балакирева;;;;48;47.21908;39.66805;421481,8662;2200485,538
ул. Балакирева;;;;48;47.21933;39.66856;421509,0084;2200524,635
ул. Беляева;;;;38;47.29934;39.72334;430335,5732;2204817,54
ул. Береговая;;;;11;47.21544;39.72141;421010,4553;2204520,645
ул. Благодатная;;;;55;47.2235;39.64335;422005,0799;2198623,124
ул. Благодатная;;7;;;47.2236;39.64325;422016,3273;2198615,741
ул. Благодатная;;7;;;47.22353;39.64326;422008,5322;2198616,365
ул. Богачёва;4;;8;8, 4;47.19217;39.63975;418526,7316;2198290,512
ул. Богачёва;4;;12;8, 4;47.19228;39.63914;418539,7563;2198244,496
ул. Бодрая;46;;;38;47.27206;39.70572;427324,4349;2203435,254
ул. Вавилова;99, 96, 94, 49, 1;;;14, 99, 96, 94, 49, 43;47.26189;39.68336;426221,7645;2201724,477
ул. Варфоломеева;9;;;93, 25, 23, 12;47.22668;39.68241;422308,5481;2201587,294
ул. Вересаева;;;;88, 67, 14;47.2456;39.79814;424272,3209;2210383,757
ул. Вересаева;14;;;88, 67, 63, 14;47.24598;39.79812;424314,59;2210382,884
ул. Веры Пановой;11;;;;47.25639;39.76898;425505,842;2208194,861
ул. Веры Пановой;98, 67, 54, 11, 3а, 3;;5, 1;79, 66, 59, 40, 29, 24, 19;47.25659;39.76745;425529,8811;2208079,402
ул. Возрождения;9;;;93, 25, 23, 12;47.22927;39.67833;422601,6463;2201283,123
ул. Волкова;96;;;96, 30, 19;47.28372;39.71914;428604,1731;2204471,734
ул. Волкова;94;;;94, 30, 19;47.28375;39.71847;428608,3305;2204421,102
ул. Вологодская;92a, 83, 78, 33, 18п;;;95, 83, 79, 78, 56, 44, 38, 29, 25, 23;47.29707;39.72186;430085,0177;2204701,525
ул. Вологодская;92a, 83, 78, 33, 18л;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29712;39.72211;430090,2704;2204720,523
ул. Воровского;7;;9;95, 93, 88, 67;47.24946;39.77811;424724,6871;2208874,006
ул. Воровского;7;;9;95, 93, 88, 67;47.24986;39.77838;424768,8408;2208895,132
ул. Вятская;36, 28;;;92, 90, 44;47.2794;39.77475;428057,1747;2208671,244
ул. Вятская;89, 69a, 54, 22, 18п;;;95, 92, 90, 79, 44;47.28037;39.76729;428173,7907;2208108,523
ул. Гагринская;;;;14;47.26149;39.65238;426216,8471;2199379,089
ул. Герасименко;92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83;;6;45, 56, 63, 65, 66, 77, 83, 92, 25;47.25467;39.71488;425379,8045;2204096,921
ул. Герасименко;65, 18л, 33, 46, 63, 77, 78, 90, 90а, 92a, 47;;6;63, 65, 25, 47, 56, 92, 83, 77, 66;47.25606;39.71593;425533,0439;2204178,909
ул. Гикало;14;;;88, 67, 63, 14;47.24992;39.79761;424753,2017;2210350,934
ул. Гикало;14;;;88, 67, 63, 14;47.24951;39.79543;424710,1315;2210185,215
ул. Грамши;14;;;63, 14;47.2606;39.7868;425953,0364;2209550,84
ул. Грамши;14;;;63, 14;47.26024;39.78739;425912,3288;2209594,88
ул. Грисенко;14;;;63, 14;47.26159;39.78302;426067,4952;2209266,448
ул. Грисенко;14;;;14, 63;47.26143;39.78308;426049,6375;2209270,715
ул. Дарвина;37, 15;;;;47.24098;39.6314;423963,9958;2197751,745
ул. Дарвина;37, 15;;;;47.24131;39.63115;424001,011;2197733,453
ул. Джапаридзе;51;;;;47.24041;39.6783;423840,1539;2201301,568
ул. Джапаридзе;61;;;;47.24067;39.67716;423870,5036;2201215,74
ул. Димитрова;11;;;;47.25937;39.78145;425822,519;2209143,823
ул. Димитрова;11;;;;47.25924;39.78154;425807,9614;2209150,412
ул. Днепропетровская;69a;;;95, 58;47.27835;39.79831;427913,0773;2210451,956
ул. Добровольского;45, 46, 47, 77, 96, 21;;;30, 11, 21, 96, 38, 44, 45, 47, 66, 77, 95, 19;47.28575;39.70527;428846,9667;2203426,155
ул. Добровольского;45, 46, 47, 77, 94, 21;;;30, 11, 21, 95, 38, 44, 45, 47, 66, 77, 94, 19;47.28595;39.70533;428869,1271;2203431,058
ул. Доватора;37, 15, 6;;;56, 52, 6;47.23713;39.6359;423530,0843;2198085,055
ул. Доватора;;;;52;47.23779;39.63164;423609,0386;2197763,771
ул. Доватора;;;;52, 40, 16;47.23781;39.60648;423644,5779;2195858,789
ул. Доватора;37, 15;;;;47.23829;39.6346;423660,7461;2197988,852
ул. Доватора;6;;;56, 6;47.23862;39.63577;423695,9023;2198078,073
ул. Думенко,15;69a, 69, 54, 35, 22;;;83, 78, 56, 25, 23;47.29902;39.75184;430265,5436;2206972,398
ул. Думенко,15;89, 83, 78, 69a, 69, 35, 33, 22;;;;47.29943;39.75305;430309,6799;2207064,629
ул. Думенко,15;;;;83, 78, 56, 25, 23;47.30006;39.75083;430382,3728;2206897,841
ул. Евдокимова;92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л;;6;25, 45, 47, 56, 63, 65, 66, 77, 83, 21;47.27409;39.71855;427534,2899;2204409,73
ул. Евдокимова;92a, 21, 33, 45, 47, 63, 65, 77, 83, 18п;;6;25, 38, 45, 47, 56, 63, 65, 66, 77, 83, 21;47.27409;39.71819;427534,7319;2204382,491
ул. Евдокимова;46;;;;47.27374;39.71787;427496,2139;2204357,647
ул. Евдокимова;46;;;38;47.27373;39.71749;427495,5689;2204328,876
ул. Ерёменко;96, 94, 71, 67;;;96, 94, 93, 73, 71, 67, 25, 23, 20, 10;47.23141;39.62986;422902,0915;2197616,691
ул. Заречная;39;;;;47.21031;39.71845;420443,7681;2204287,187
ул. Заречная;39, 31;;;;47.2102;39.71864;420431,3058;2204301,382
ул. Зеленая;7;;9;95, 93, 88, 67;47.25642;39.7978;425475,6137;2210376,301
ул. Зеленодольская;11;;;;47.25831;39.77976;425706,6473;2209014,095
ул. Зеленодольская;11;;;;47.25833;39.77989;425708,7189;2209023,968
ул. Зенитчиков;60;;;;47.2338;39.68803;423093,02;2202026,051
ул. Зенитчиков;60;;;;47.23376;39.68833;423088,1959;2202048,694
ул. Зорге;64, 16;;;16;47.21253;39.63542;420795,8594;2198001,466
ул. Зорге;67, 71, 94, 96, 26;;;40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23;47.21287;39.63497;420834,2469;2197968,031
ул. Зорге;96, 94, 71, 67;;;96, 94, 93, 73, 71, 67, 25, 23, 20, 10;47.23131;39.62918;422891,8677;2197565,004
ул. Зорге/пр. Стачки;96, 94;;8;96, 94, 93, 73, 20, 10;47.21194;39.63487;420730,9873;2197958,669
ул. Иловайская;96, 83, 27;;;96, 78, 44, 43, 23, 11;47.26523;39.68267;426593,9556;2201678,45
ул. Иловайская;78, 27;;;78, 44, 23, 11;47.26531;39.6825;426603,0641;2201665,733
ул. Инициативная;68;;;53;47.23371;39.78566;422964,8977;2209418,657
ул. Интернациональная;4;;8;8, 4;47.20423;39.67736;419819,1067;2201163,079
ул. Интернациональная;4;;12;8, 4;47.20434;39.67719;419831,5512;2201150,404
ул. Камская;42а, 42, 36, 35а, 35, 28, 3а;;;59, 58, 24;47.26989;39.78955;426982,6543;2209774,783
ул. Камская;42а, 42, 36, 35а, 35, 3а;;;59, 58, 24;47.2702;39.78967;427016,9793;2209784,391
ул. Карпатская;96, 94, 71, 67;;;48, 10, 96, 94, 73, 71, 67, 56;47.23233;39.62634;423009,0008;2197351,916
ул. Карпатская;96, 94, 71, 67;;;96, 94, 73, 71, 67, 56, 48, 10;47.23243;39.62576;423020,8822;2197308,19
ул. Каширская;4;;12;73, 8;47.1989;39.61953;419301,4911;2196771,285
ул. Каширская;4;;8;73, 4;47.19887;39.61973;419297,8912;2196786,381
ул. Кизитериновская;7;;9;88, 67, 95, 93;47.2523;39.78336;425034,2931;2209276,289
ул. Кизитериновская;7;;9;95, 93, 88, 67;47.25308;39.78442;425119,7747;2209357,86
ул. Коминтерна;4;;8;4, 8;47.20029;39.66565;419395,9979;2200268,486
ул. Коминтерна;4;;12;8, 4;47.20056;39.66569;419425,9633;2200272,023
ул. Конституционная;3;;;;47.26932;39.77931;426931,1997;2208998,935
ул. Конституционная;3;;;;47.26953;39.77931;426954,5462;2208999,295
ул. Кузнечная;4;;8;73, 4;47.19362;39.62553;418706,5757;2197215,705
ул. Кулагина;4;;12;8, 4;47.20266;39.67165;419651,82;2200727,532
ул. Кулагина;64, 57, 34а, 34, 26, 16, 15, 98, 67, 71;;12;98, 16, 34, 40, 44, 52, 55, 59, 71, 67;47.21114;39.66731;420600,0991;2200414,602
ул. Куликовская;99, 96, 83, 49, 1;;;99, 96, 78, 49, 44, 43, 14, 11;47.26192;39.68531;426222,6413;2201872,112
ул. Курганная;51;;;;47.2397;39.68382;423754,2437;2201718,187
ул. Курганная;61;;;;47.23983;39.68342;423769,2009;2201688,143
ул. Кустанайская;67, 71, 94, 96, 26;;;40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23;47.22028;39.63205;421661,8626;2197761,1
ул. Кустанайская;71, 67, 26, 94, 96;;;71, 10, 20, 23, 25, 40, 52, 67, 73, 93, 94, 96, 59;47.21999;39.63201;421629,6749;2197757,512
ул. Лазо;6;;;56, 6;47.24178;39.64142;424039,8352;2198511,907
ул. Лазо;6;;;56, 6;47.24211;39.64227;424075,4156;2198576,892
ул. Лелюшенко;89, 83, 78, 54, 33;;;83, 78, 56, 25, 23;47.29657;39.73709;430010,8988;2205852,511
ул. Лелюшенко;83, 78, 54, 33, 89;;;83, 78, 56, 25, 23;47.29655;39.73746;430008,2279;2205880,46
ул. Лермонтовская;;6;;;47.23479;39.73292;423147,6229;2205426,983
ул. Лермонтовская;;6;;;47.2355;39.73257;423226,9808;2205401,746
ул. Лермонтовская;77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49;;6;45, 49, 65, 77, 83, 92;47.2307;39.71498;422714,8531;2204061,16
ул. Лермонтовская;90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78;;6;47, 49, 65, 77, 83, 92;47.2317;39.71487;422826,1618;2204054,637
ул. Лесная;37, 15;;;;47.24385;39.62807;424287,4377;2197505,169
ул. Лесная;37, 15;;;;47.24332;39.62884;424227,5034;2197562,44
ул. Лесозащитная;42а, 42, 35а, 35, 3а;;;59, 58, 24;47.27163;39.79888;427165,3303;2210483,731
ул. Лесозащитная;42а, 42, 35а, 35, 3а;;;59;47.27187;39.79906;427191,8053;2210497,757
ул. Лесопарковая;15;;;48;47.22695;39.64892;422381,3971;2199051,536
ул. Лесопарковая;37, 15;;;93, 48, 25, 23, 20;47.2278;39.64765;422477,5398;2198956,975
ул. Лесопарковая;37;;;93, 25, 23, 20;47.22763;39.64809;422458,0701;2198989,973
ул. Листопадова;;;2;;47.22415;39.76508;421926,2091;2207843,695
ул. Литовская;6;;;56, 6;47.2447;39.64688;424357,3642;2198930,849
ул. Литовская;6;;;56, 6;47.24435;39.64649;424318,9595;2198900,657
ул. Львовская;6;;;93, 56, 55, 52, 48, 25, 23, 20, 6;47.23242;39.63445;423008,3565;2197966,211
ул. Львовская;6;;;93, 56, 55, 52, 48, 25, 23, 20, 6;47.23263;39.63481;423031,2316;2197993,876
ул. М. Горького;65, 1, 5, 22, 33, 42, 42а, 45, 49, 77, 83, 92a, 46;;6;92, 45, 49, 65, 77, 83;47.22783;39.71625;422394,2233;2204152,151
ул. М. Горького;90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78;;6;47, 49, 65, 77, 83, 92;47.22668;39.71704;422265,4028;2204209,903
ул. Магнитогорская;4;;12;73, 8;47.19512;39.62778;418870,371;2197389,104
ул. Мадояна;;;;52;47.23762;39.6324;423589,1424;2197820,988
ул. Мадояна;;7;;;47.21861;39.65911;421441,0671;2199807,508
ул. Мадояна;;7;;;47.21882;39.6594;421464,0407;2199829,87
ул. Максима Горького;;7;;;47.22476;39.70519;422066,5832;2203308,979
ул. Максима Горького;83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60;;;99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90;47.22512;39.70555;422106,159;2203336,899
ул. Максима Горького;6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47;;;78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47;47.22541;39.70508;422138,9822;2203301,832
ул. Малиновского;96, 94, 71, 67;;;96, 94, 73, 71, 67, 56, 48, 10;47.23227;39.61493;423017,4219;2196487,788
ул. Малиновского;71, 67;;;73, 67, 56, 48;47.2324;39.61507;423031,6884;2196498,643
ул. Малиновского;;;;52;47.23764;39.61714;423611,488;2196665,593
ул. Малиновского, 70;26;;;59, 56, 55, 40, 16;47.22971;39.6141;422733,9219;2196419,942
ул. Малиновского, 70;26;;;59, 56, 55, 40, 16;47.22911;39.61349;422668,0291;2196372,577
ул. Малюгиной;83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60;;;99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90;47.22975;39.70346;422623,485;2203187,057
ул. Малюгиной;35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27;;;6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12;47.23023;39.70292;422677,5191;2203147,04
ул. Манежная;;7;;;47.21808;39.64586;421399,2616;2198802,895
ул. Манежная;;7;;;47.21798;39.64586;421388,1443;2198802,704
ул. Манежная;;;;55;47.21831;39.64603;421424,6107;2198816,209
ул. Маршальская;;;;52;47.23748;39.62475;423583,6373;2197241,486
ул. Маршальская;;;;52;47.2377;39.62359;423609,6257;2197154,081
ул. Международная;98, 26, 34, 34а, 41, 57, 64, 67, 71, 16;;8;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21159;39.66196;420656,9749;2200010,163
ул. Международная;98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71;;12;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21131;39.6634;420624,0005;2200118,722
ул. Мечникова;60;;;;47.24123;39.67381;423937,013;2200963,149
ул. Мечникова;61;;;;47.24209;39.67274;424033,9826;2200883,744
ул. Мечникова;51;;;;47.24189;39.67253;424012,0151;2200867,471
ул. Мечникова;9;;;;47.24123;39.67199;423939,3279;2200825,354
ул. Миронова;89, 83, 78, 33;;;83, 78, 56, 25, 23;47.29757;39.74367;430114,1366;2206351,943
ул. Миронова;69a, 69, 54;;;83, 78, 56, 25, 23;47.29765;39.74356;430123,1629;2206343,765
ул. Миронова;89, 83, 78, 33;;;83, 78, 56, 25, 23;47.29814;39.74085;430180,9024;2206139,673
ул. Можайская;7;;;;47.27134;39.80925;427121,2216;2211267,928
ул. Можайская;7;;;;47.2713;39.80935;427116,6607;2211275,427
ул. Можайская;7;;;;47.27226;39.81225;427220,088;2211496,47
ул. Молодежная;42а, 42, 36, 35а, 35, 3а;;;24, 59, 58;47.26505;39.77975;426455,972;2209024,903
ул. Молодежная;42, 35, 3а;;;;47.26487;39.77948;426436,2761;2209004,161
ул. Московская;83, 49, 45, 42а, 42, 22, 5;;;45;47.21972;39.71944;421488,6908;2204379,128
ул. Муравьева;9;;;93, 25, 23, 12;47.22875;39.67631;422546,3969;2201129,183
ул. Муравьева;9;;;93, 25, 23, 12;47.22867;39.67494;422539,242;2201025,285
ул. Мурманская;3;;;;47.27274;39.78103;427309,4071;2209134,953
ул. Мурманская;3;;;;47.27239;39.78069;427270,8929;2209108,626
ул. Нариманова;18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90;;6;90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77;47.26493;39.72051;426513,5322;2204541,54
ул. Нариманова;2;;;;47.26507;39.72209;426527,1613;2204661,363
ул. Нариманова;92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а;;6;25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21;47.26617;39.72146;426650,224;2204615,665
ул. Нариманова;;;;38;47.2639;39.7122;426409,2413;2203910,791
ул. Немировича-Данченко;;;;38;47.25568;39.69685;425514,4442;2202734,039
ул. Новая;7;;9;95, 93, 88, 67;47.24631;39.77233;424381,267;2208431,023
ул. Новая;7;;9;95, 93, 88, 67;47.24584;39.77102;424330,5559;2208331,038
ул. Новолесная;11;;;;47.25624;39.78838;425466,4841;2209662,994
ул. Обороны;;;;77, 49;47.21843;39.72032;421344,1984;2204443,46
ул. Обсерваторная;;;;29, 11;47.30204;39.72282;430636,3805;2204783,068
ул. Оганова;99, 96, 94, 49;;;99, 96, 94, 49, 10;47.26269;39.66575;426333,0718;2200393,219
ул. Оганова;99, 96, 94, 49, 10;;;94, 49, 14, 10, 99, 96;47.26291;39.66525;426358,1695;2200355,792
ул. Оганова, 23;10, 1;;;43, 14, 10;47.27038;39.66478;427189,2387;2200334,265
ул. Окраинная;51;;;;47.24561;39.67856;424417,9261;2201330,924
ул. Окраинная;61;;;;47.24543;39.67796;424398,6749;2201285,165
ул. Орбитальная, 20;;;;77;47.29946;39.70404;430372,6936;2203358,125
ул. Орбитальная, 20;;;;95;47.29892;39.70162;430315,6665;2203174,117
ул. Орбитальная, 42;65, 63;;;65, 63, 29, 11;47.30063;39.7146;430489,7121;2204158,88
ул. Орбитальная, 42;65, 63;;;65, 63, 38, 29, 11;47.30052;39.71495;430477,052;2204185,15
ул. Орбитальная, 54;65, 63;;;65, 63, 29, 11;47.30116;39.71963;430542,4539;2204540,238
ул. Орбитальная, 54;65, 63;;;65, 63, 38, 29, 11;47.3011;39.72045;430534,7781;2204602,144
ул. Орбитальная, 64;65, 63;;;65, 63, 38, 29, 11;47.30167;39.72445;430593,2533;2204905,672
ул. Орбитальная, 64;65, 63;;;65, 63, 38, 29, 11;47.30163;39.72527;430587,8049;2204967,613
ул. Орбитальная, 70;65, 63;;;65, 63, 38, 29, 11;47.30244;39.73243;430669,14;2205510,537
ул. Орбитальная, 70;65, 63;;;11, 65, 63, 38, 29;47.30244;39.73157;430670,1843;2205445,5
ул. Орская;69a, 28;;;95, 92, 44;47.27912;39.77325;428027,8063;2208557,275
ул. Орская;36, 28;;;92, 90, 44;47.27913;39.77446;428027,4978;2208648,838
ул. Орская;69;;;95;47.27907;39.77307;428022,459;2208543,57
ул. Орская;92a, 90а, 69;;;;47.29852;39.78274;430173,4918;2209308,487
ул. Осипенко;;7;;;47.21925;39.65158;421521,9239;2199238,373
ул. Осипенко;;7;;;47.21913;39.6512;421509,0745;2199209,363
ул. Павленко;61;;;;47.2453;39.68416;424376,3858;2201754,299
ул. Павленко;51;;;;47.24541;39.68375;424389,132;2201723,463
ул. Панфиловцев;42а, 42, 35а, 35, 3а;;;59, 58, 24;47.27353;39.80025;427374,9876;2210590,602
ул. Панфиловцев;42а, 42, 35а, 35, 3а;;;59;47.27327;39.80005;427346,3119;2210575,03
ул. Пестеля;9;;;;47.23456;39.67253;423197,1151;2200853,778
ул. Пестеля;9;;;;47.23049;39.67135;422746,1424;2200756,818
ул. Погодина;22;;;90;47.25534;39.70927;425461,2126;2203673,503
ул. Погодина;;;;38;47.26198;39.70614;426203,2813;2203448,679
ул. Полевая;9;;;;47.23235;39.67128;422953,0135;2200754,995
ул. Попова;6;;;56, 6;47.24053;39.63912;423903,8669;2198335,378
ул. Попова;6;;;56, 6;47.24047;39.63915;423897,1573;2198337,534
ул. Портовая, 43-45;;;;8;47.21034;39.69277;420478,9525;2202341,838
ул. Профинтерна;17, 6;;;56, 6;47.25012;39.68919;424905,9118;2202143,99
ул. Профинтерна;17, 6;;;56, 6;47.25023;39.68802;424919,6111;2202055,625
ул. Профсоюзная. 284;37;;;93, 25, 23, 20, 12;47.22302;39.65525;421936,3082;2199523,482
ул. Пушкинская;;;;98, 80, 55;47.23076;39.741;422689,8196;2206031,673
ул. Раевского;9;;;;47.23828;39.67189;423611,494;2200812,269
ул. Родниковая;37;;;93, 25, 23, 20, 12;47.22842;39.65551;422536,3071;2199553,39
ул. С. Разина;;7;;;47.22037;39.66474;421629,5103;2200237,251
ул. С. Разина;;7;;;47.21956;39.66351;421541,0352;2200142,567
ул. Самойловская;60;;;;47.23412;39.67704;423142,4709;2201194,461
ул. Самойловская;9;;;;47.23437;39.67365;423174,5679;2200938,231
ул. Самойловская;60;;;;47.23365;39.67834;423088,572;2201292,025
ул. Северо-Кавказская;99, 96, 94, 49, 1;;;99, 96, 94, 49, 43, 14;47.26266;39.66951;426324,9353;2200677,723
ул. Селиванова;7;;9;95, 93, 88, 67;47.24815;39.77572;424581,8478;2208690,828
ул. Селиванова;7;;9;95, 93, 88, 67;47.24781;39.77467;424545,28;2208610,756
ул. Селиванова;98, 67;;;52;47.25051;39.76862;424852,5641;2208157,431
ул. Сержантова;54, 11, 3а, 3;;5, 1;79, 66, 59, 40, 29, 24, 19;47.25463;39.76776;425311,6145;2208099,47
ул. Сержантова;98, 67;;;52;47.25342;39.77058;425173,771;2208310,831
ул. Скачкова;37;;;20;47.22285;39.66583;421903,8246;2200324,465
ул. Скачкова;;7;;;47.2222;39.66552;421831,9587;2200299,765
ул. Совхозная;32;;;;47.21957;39.57233;421662,9906;2193236,41
ул. Совхозная;32;;;;47.21975;39.57219;421683,1934;2193226,168
ул. Содружества;6;;;55, 52, 6;47.22923;39.63329;422655,2341;2197872,235
ул. Содружества;6;;;55, 52, 6;47.22915;39.6334;422646,1961;2197880,411
ул. Станиславского;;;;77, 49;47.21867;39.72047;421370,696;2204455,253
ул. Судостроительная;4;;8;8, 4;47.19259;39.64377;418568,1888;2198595,954
ул. Судостроительная;4;;12;8, 4;47.19288;39.64438;418599,6357;2198642,733
ул. Текучева;60;;;;47.23125;39.6895;422807,6812;2202132,661
ул. Текучева;21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2;;;99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78;47.23349;39.7015;423041,7095;2203045,462
ул. Текучева;83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61;;;99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6;47.23429;39.70138;423130,7974;2203037,837
ул. Текучева;60, 9;;;93, 25, 23, 12;47.23381;39.70107;423077,82;2203013,486
ул. Текучева;;;;93;47.23395;39.70214;423092,0532;2203094,764
ул. Темерницкая;;;;71, 34, 8, 4;47.21776;39.70768;421285,2858;2203484,837
ул. Темерницкая;;;;48, 20, 16, 12;47.21763;39.70707;421271,5888;2203438,396
ул. Темерницкая;92a, 77, 65, 46, 1;;6;92, 83, 65;47.22014;39.71877;421536,2056;2204329,137
ул. Тимошенко;10, 1;;;43, 10;47.27014;39.66505;427162,2116;2200354,245
ул. Тимошенко;;;;14;47.26984;39.66116;427133,8436;2200059,322
ул. Тимошенко,22;;;;14;47.26678;39.65579;426800,5566;2199647,179
ул. Тимошенко,32;;;;14;47.26579;39.65259;426694,6225;2199403,141
ул. Толмачева;;;;55;47.22134;39.64439;421763,5944;2198697,769
ул. Толмачева;;;;55;47.22121;39.64466;421748,7911;2198717,971
ул. Турксибская;60;;;;47.23831;39.67549;423610,2531;2201084,902
ул. Турксибская;60;;;;47.23806;39.67541;423582,5613;2201078,378
ул. Турмалиновская;83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65;;6;25, 45, 49, 65, 77, 83, 92;47.24611;39.7129;424430,5978;2203931,549
ул. Турмалиновская;90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78;;6;25, 47, 49, 65, 77, 83, 92;47.24589;39.71315;424405,8314;2203950,076
ул. Фурмановская;92a, 21, 33, 45, 46, 47, 63, 65, 77, 18л, 78;;6;25, 45, 47, 56, 63, 65, 66, 77, 83, 21;47.27162;39.72067;427257,09;2204565,693
ул. Фурмановская;92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а;;6;25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21;47.27054;39.71999;427137,8555;2204512,293
ул. Фурмановская;90а, 90, 22;;;92, 90;47.27157;39.7224;427249,4128;2204696,509
ул. Фурмановская;;;;38;47.26811;39.70813;426882,3124;2203610,431
ул. Фурмановская;;;;38;47.2682;39.70785;426892,6646;2203589,406
ул. Цезаря Куникова;99, 94, 78, 49, 27, 1;;;99, 94, 78, 49, 44, 43, 23, 14, 11;47.25344;39.69422;425268,7024;2202530,855
ул. Цезаря Куникова;49, 27, 1, 99, 96, 83;;;99, 96, 78, 49, 44, 43, 23, 14, 11;47.25673;39.69715;425630,802;2202758,671
ул. Центральная;27, 18п, 18л;;;;47.28426;39.67002;428725,6413;2200756,771
ул. Центральная;27, 18п, 18л;;;;47.28431;39.67035;428730,7794;2200781,829
