object_name;bus;tram;trolleybus;shuttle_bus;latitude_1;longitude_1;latitude_2;longitude_2
Левенцовский;;;;52;47.23717;39.60491;423575,5265;2195738,658
Лендворец;37;;;58, 20;47.2202;39.68665;421582,8018;2201896,427
Лендворец;;10;;;47.22142;39.68528;421720,158;2201794,918
Лендворец;;10, 7;;;47.22081;39.68506;421652,6197;2201777,127
Лендворец;;7;;;47.22105;39.68513;421679,213;2201782,873
Лесная школа;36, 28, 3;;;;47.27567;39.78246;427633,4802;2209248,174
Лесная школа;3;;;;47.27562;39.78225;427628,1662;2209232,199
Лесничество;3;;;;47.28091;39.78466;428213,4723;2209423,589
Лестница;92a, 89, 54, 18п;;;95, 79, 44, 29;47.2902;39.73771;429301,9676;2205888,085
Лестница;92a, 89, 54, 18л;;;95, 79, 44, 29;47.29;39.73768;429279,769;2205885,461
Лесхоз;39;;;;47.21133;39.74899;420520,1211;2206602,559
Магазин;32;;;;47.23024;39.54709;422884,0794;2191346,515
Магазин;32;;;;47.23014;39.54709;422872,9622;2191346,31
Магазин;57;;;;47.1675;39.54779;415908,1671;2191271,25
Магазин;57;;;;47.16765;39.54772;415924,9404;2191266,25
Магазин;96, 94, 71, 67;;;96, 94, 93, 73, 71, 67, 25, 23, 20, 10;47.2275;39.62985;422467,4184;2197608,392
Магазин;94, 71, 67, 96;;;96, 94, 93, 73, 71, 67, 25, 23, 20, 10;47.22795;39.6293;422518,1689;2197567,609
Магазин;15;;;48;47.22117;39.65605;421729,6074;2199580,573
Магазин;15;;;48;47.22156;39.65577;421773,3256;2199560,104
Магазин;68;;;;47.23011;39.7964;422552,2441;2210225,828
Магазин;14;;;63, 14;47.26287;39.77795;426215,7167;2208884,937
Магазин;14;;;63, 14;47.2626;39.77856;426184,9863;2208930,638
Магазин;11;;;;47.25861;39.78307;425736,1384;2209265,133
Магазин;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24893;39.73896;424712,304;2205909,413
Магазин;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24905;39.73824;424726,5147;2205855,122
Магазин;2;;;;47.2632;39.73255;426306,5155;2205449,616
Магазин;2;;;;47.26303;39.73287;426287,2275;2205473,531
Магазин;18л, 10, 1, 27, 18п;;;43, 10;47.30098;39.67714;430575,4251;2201326,551
Магазин;27, 18п, 18л, 10, 1;;;43, 10;47.3012;39.677;430600,0609;2201316,373
"Магазин ""Автозапчасти""";6;;;52, 6, 55;47.22578;39.63299;422272,0807;2197842,878
"Магазин ""Автозапчасти""";6;;;55, 52, 6;47.2252;39.63122;422209,9218;2197707,713
"Магазин ""Богатырь""";34а;;;44, 10;47.20343;39.61623;419809,4759;2196530,059
"Магазин ""Богатырь""";34а;;;44;47.20333;39.61608;419798,5577;2196518,5
"Магазин ""Богатырь""";98, 96, 94, 57, 34;;12;98, 96, 94, 93, 73, 34, 20;47.20359;39.61535;419828,4317;2196463,698
"Магазин ""Красный""";60;;;;47.23291;39.68275;423000,7275;2201624,589
"Магазин ""Красный""";60;;;;47.23284;39.68273;422992,9706;2201622,945
"Магазин ""Олимп""";;;;56, 40, 16;47.21572;39.61327;421179,7184;2196329,779
"Магазин ""Стройматериалы""";;;;8;47.21124;39.69448;420576,8674;2202473,032
"Магазин ""Стройматериалы""";;;;4;47.2112;39.69411;420572,8834;2202444,929
Мемориал;6;;;56, 6;47.24684;39.65211;424588,5044;2199330,854
мкр. Левенцовский;71, 67;;;;47.23247;39.59172;423070,7451;2194730,629
мкр. Левенцовский;71, 67;;;;47.23221;39.59286;423040,301;2194816,438
мкр. Левенцовский;26;;;;47.23607;39.58923;423474,3338;2194549,228
мкр. Суворовский;27, 18п, 18л, 1;;;43, 10;47.31803;39.6731;432476,0804;2201052,894
мкр. Суворовский;27, 18п, 18л, 10, 1;;;43, 10;47.31965;39.68382;432642,6097;2201866,351
Молкомбинат;64, 32, 16;;;;47.21184;39.61292;420748,8343;2196295,693
Молкомбинат;64, 32, 16;;;;47.21194;39.61279;420760,1245;2196286,04
Музыкальная школа;;;;48;47.21788;39.6738;421341,1339;2200918,821
Мясокомбинат;;6;;;47.23954;39.73351;423674,9808;2205480,118
Насосная;92a, 90а, 69a, 69, 42а, 36, 35а;;;92, 90;47.30787;39.78382;431211,7187;2209406,167
Насосная;92a, 90а, 69a, 69, 42а, 36, 35а;;;90, 92;47.30805;39.78368;431231,8932;2209395,889
Нахичеванский рынок;68;;;53, 24;47.23209;39.76538;422808,5709;2207880,195
Неклиновская;94, 78, 27;;;94, 78, 44, 23, 11;47.28055;39.68346;428296,1433;2201766,631
Неклиновская;96, 83, 27;;;96, 78, 44, 23, 11;47.28091;39.68345;428336,1786;2201766,542
Нефтекачка;96, 94;;;96, 94, 10;47.25553;39.61553;425602,5128;2196578,567
Нефтекачка;96, 94;;;96, 94, 10;47.2562;39.61683;425675,274;2196678,27
Новосел;57, 41, 34а, 34, 98;;12;98, 44, 34;47.20967;39.6462;420463,8578;2198812,628
Нольная линия;;1;;;47.22656;39.75102;422210,858;2206783,078
Областная больница;26, 6;;;59, 55, 40, 6;47.22522;39.61801;422229,5668;2196707,303
Областная больница;26, 6;;;59, 55, 40, 6;47.22502;39.61799;422207,3587;2196705,399
Областная больница №2;;;;40;47.25705;39.76901;425579,1814;2208198,274
Областная туб. больница;36, 28, 3а;;;92, 90, 44;47.29015;39.78368;429241,8651;2209365,256
Областная туб. больница;36, 28, 3а;;;92, 90, 44;47.29033;39.7839;429261,6204;2209382,205
Обувная фабрика;;;;53;47.23596;39.7828;423218,3668;2209205,94
Общежитие;34а;;;44;47.20522;39.64089;419976,0454;2198401,853
Общежитие;34а;;;;47.20501;39.64013;419953,6898;2198343,871
Общежитие;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23797;39.82098;423398,045;2212100,232
Общежитие;54, 80, 70, 68;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23782;39.82347;423378,5628;2212288,518
Общежитие;69, 42а, 42, 35а, 35, 3а;;;59, 58, 24;47.2838;39.80105;428515,8307;2210668,45
Общежитие;69a, 42а, 42, 35а, 35, 3а;;;59, 58, 24;47.28379;39.80083;428514,9714;2210651,79
Общежитие РИСИ;83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65;;6;25, 45, 49, 65, 77, 83, 92;47.23885;39.71336;423622,9113;2203953,232
Общежитие РИСИ;99, 46, 47, 58, 65, 77, 78, 90, 90а, 35а, 92a, 35, 1, 33;;6;47, 49, 65, 77, 83, 92, 25;47.23933;39.71357;423676,0158;2203970,001
Общежитие ТЭЦ-2;64;;;;47.21734;39.5843;421398,7513;2194138,599
Октября;10, 1;;;43, 10;47.28287;39.66259;428580,6059;2200192,072
Октября;10, 1;;;43, 10;47.2829;39.66271;428583,7873;2200201,207
Очистные сооружения;31;;;73;47.18984;39.6803;418215,6114;2201359,122
Парк 8-го марта;9;;;;47.23208;39.67238;422921,5966;2200837,787
Пединститут;92a, 90а, 69a, 22;;;;47.28599;39.75736;428810,3573;2207367,086
Пединститут;22, 92a, 90а, 69;;;;47.2861;39.75715;428822,8363;2207351,392
пер. 2-й Поселковый;4;;8;8, 4;47.19603;39.65537;418935,6033;2199481,516
пер. 2-й Поселковый;4;;12;8, 4;47.19639;39.65563;418975,2902;2199501,898
пер. 3-й Поселковый;4;;8;8, 4;47.19425;39.65101;418743,346;2199147,756
пер. 3-й Поселковый;4;;12;8, 4;47.19465;39.65157;418787,0908;2199190,95
пер. Авиамоторный;94, 49, 1, 99, 96;;;99, 96, 94, 49, 43, 14;47.26321;39.66989;426385,5964;2200707,512
пер. Автосборочный;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24911;39.72449;424749,8929;2204814,348
пер. Автосборочный;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24936;39.72396;424778,334;2204774,676
пер. Ашхабадский;99, 96, 58, 35а, 35, 17, 1;;;96, 58, 56, 49, 14;47.24978;39.70715;424845,7108;2203502,923
пер. Ашхабадский;90а, 90, 47, 21, 2;;;90, 47, 21;47.25062;39.70639;424940,0382;2203446,92
пер. Ашхабадский;94, 49, 42а, 42, 17, 5, 1;;;14, 94, 58, 56, 49;47.24956;39.70573;424823,0124;2203395,029
пер. Безымянный;;7;;;47.22083;39.67703;421664,9935;2201168,967
пер. Безымянный;;7;;;47.22085;39.6764;421668,0159;2201121,288
пер. Беломорский;22;;;;47.2717;39.75207;427227,9843;2206941,818
пер. Богучаровский;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24924;39.75185;424731,2808;2206885,739
пер. Боевой;2, 21, 22, 27, 45, 49, 83, 96, 99, 1;;;21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11;47.25298;39.70207;425207,771;2203124,214
пер. Боковский;80, 70, 68, 54;;22;80, 66, 55, 53;47.23354;39.78739;422943,9886;2209549,367
пер. Боковский;80, 70, 54;;22;80, 66, 55;47.23333;39.78626;422921,9544;2209463,443
пер. Братский;98, 80, 75, 70, 67, 33, 7, 3а, 3;;22, 9, 2, 1;20;47.21871;39.70129;421398,832;2203002,562
пер. Братский;98, 80, 75, 70, 67, 33, 7, 3а, 3;;22, 9, 2, 1;;47.21846;39.69954;421373,218;2202869,553
пер. Вагайский;37, 15;;;93, 48, 25, 23, 20, 12;47.22506;39.65107;422168,4978;2199210,772
пер. Вагайский;15;;;48;47.22511;39.65121;422173,8754;2199221,47
пер. Гвардейский;60, 9;;;23, 12, 93, 25;47.22853;39.69105;422503,3449;2202245,027
пер. Гвардейский;60, 9;;;93, 25, 23, 12;47.23159;39.68974;422845,1787;2202151,462
пер. Дальний;17, 6;;;56, 6;47.25041;39.67949;424950,3814;2201410,25
пер. Дальний;6;;;56, 6;47.25003;39.67953;424908,0848;2201412,572
пер. Деревянко;;;;4;47.20595;39.6822;420004,1995;2201532,965
пер. Деревянко;;;;8;47.20607;39.68277;420016,8205;2201576,372
пер. Джамбульский;51;;;;47.24525;39.68704;424367,1997;2201972,239
пер. Джамбульский;61;;;;47.24514;39.68821;424353,4992;2202060,612
пер. Дивный;37;;;93, 25, 23, 20, 12;47.2278;39.65116;422472,9953;2199222,789
пер. Днепровский;90а, 90, 89, 54, 18л;;;90, 79, 44, 95, 92;47.283;39.756;428479,5648;2207258,971
пер. Днепровский;92a, 69a, 22;;;;47.28304;39.75745;428482,2857;2207368,737
пер. Днепровский;92a, 90а, 89, 54, 22, 18п;;;95, 92, 90, 79, 44;47.28352;39.75463;428539,0082;2207156,239
пер. Доломановский;;10, 7;;;47.22299;39.69691;421880,1123;2202678,649
пер. Доломановский;;10, 7;;;47.22362;39.69594;421951,363;2202606,339
пер. Доломановский;60, 9;;;93, 25, 23, 12;47.22919;39.69459;422572,285;2202514,322
пер. Доломановский;61;;;;47.23919;39.68845;423691,716;2202067,801
пер. Доломановский;51;;;;47.23925;39.68748;423699,6059;2201994,468
пер. Забайкальский;90а, 90, 47, 21, 2;;;90, 47, 21;47.25669;39.71311;425606,556;2203966,603
пер. Забайкальский;45, 22, 21, 2;;;90, 45, 21;47.25691;39.71403;425629,8804;2204036,635
пер. Изыскательский;94, 78, 27;;;94, 78, 44, 23, 11;47.27667;39.6859;427861,7128;2201944,051
пер. Изыскательский;96, 83, 27;;;96, 78, 44, 23, 11;47.27736;39.68574;427938,6244;2201933,222
пер. Иртышский;96;;;96, 30, 19;47.28079;39.74237;428250,1943;2206223,922
пер. Иртышский;94;;;94, 30, 19;47.28064;39.74323;428232,4828;2206288,72
пер. Клязьминский;96;;;96, 30, 19;47.28223;39.73683;428416,9721;2205807,352
пер. Клязьминский;94;;;94, 30, 19;47.28187;39.73852;428374,9064;2205934,566
пер. Кольский;2;;;;47.26415;39.72873;426416,7749;2205162,216
пер. Кольский;2;;;;47.26408;39.72878;426408,9319;2205165,875
пер. Крепостной;;10, 4, 1;;;47.23112;39.73485;422737,2761;2205566,595
пер. Крепостной;;10, 6, 4, 1;;;47.23094;39.73414;422718,1255;2205512,509
пер. Крепостной;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22631;39.73699;422199,9416;2205720,106
пер. Крепостной;;;5;88, 80, 67, 59, 55, 52, 40, 29, 98;47.23239;39.73297;422880,7461;2205426,493
пер. Крепостной;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.23247;39.73408;422888,2935;2205510,689
пер. Крепостной/ул. Красноармейская;;6;;;47.23277;39.73371;422922,0942;2205483,205
пер. Крепостной/ул. Максима Горького;;6;;;47.23122;39.73428;422749,0843;2205523,609
пер. Кущевский;4;;8;8, 4;47.20284;39.67284;419670,3166;2200818,03
пер. Майкопский;37;;;93, 25, 23, 20, 12;47.22615;39.66159;422276,1263;2200009,552
пер. Майкопский;;;;93, 25, 23, 12;47.22663;39.66282;422327,9121;2200103,606
пер. Мезенский;96;;;96, 30, 19;47.28357;39.73164;428572,237;2205417,104
пер. Мезенский;94;;;94, 30, 19;47.2839;39.73087;428609,8602;2205359,442
пер. Молодогвардейский;4;;8;73, 4;47.19265;39.63156;418590,8085;2197670,787
пер. Молодогвардейский;4;;12;73, 8;47.19479;39.63142;418828,9009;2197664,298
пер. Молочный;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23653;39.80926;423251,2436;2211210,426
пер. Молочный;80, 70, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23628;39.81071;423221,7989;2211319,8
пер. Молочный;68;;;;47.22959;39.81059;422478,1841;2211299,534
пер. Нахичеванский;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22663;39.73924;422232,7976;2205891,073
пер. Обский;92a, 89, 54, 18п;;;95, 79, 44, 29;47.28535;39.7469;428751,7036;2206574,681
пер. Обский;92a, 89, 54, 18л;;;95, 79, 44, 29;47.285;39.74742;428712,1688;2206613,401
пер. Обский;90а, 90, 22;;;92, 90;47.27441;39.74151;427541,9389;2206147,56
пер. Обский;90а, 90, 22;;;92, 90;47.27479;39.74051;427585,3907;2206072,569
пер. Олимпийский;37;;;20;47.22202;39.66866;421807,936;2200537,247
пер. Олимпийский;37;;;20, 12;47.2234;39.66952;421960,2576;2200604,966
пер. Олимпийский;;7;;;47.22138;39.6687;421736,7342;2200539,078
пер. Перовский;;7;;;47.22071;39.67136;421658,8576;2200739,294
пер. Перовский;37;7;;20;47.22063;39.67148;421649,8109;2200748,233
пер. Пограничный;4;;8;8, 4;47.199;39.66239;419256,7603;2200019,049
пер. Пограничный;4;;12;8, 4;47.19944;39.66291;419305,0095;2200059,278
пер. Пржевальского;4;;12;73, 8;47.19867;39.62468;419269,1166;2197161,064
пер. Пржевальского;4;;8;73, 4;47.19887;39.62381;419292,4988;2197095,53
пер. Приволжский;9;;;93, 25, 23, 12;47.22951;39.68024;422625,9103;2201428,21
пер. Приволжский;9;;;12, 93, 25, 23;47.22989;39.68148;422666,5885;2201522,818
пер. Радиаторный;94, 78, 27;;;94, 78, 44, 23, 11;47.2731;39.68577;427464,9854;2201927,61
пер. Радиаторный;96, 83, 27;;;96, 78, 44, 23, 11;47.27353;39.68611;427512,3621;2201954,132
пер. Руднева;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23705;39.81715;423300,0931;2211808,709
пер. Рыбный;37;;;20;47.22172;39.68007;421760,0873;2201400,871
пер. Рыбный;37;;;20;47.21994;39.67933;421563,1358;2201341,517
пер. Рыбный;;7;;;47.22055;39.68016;421629,9011;2201405,515
пер. Рыбный;;7;;;47.22053;39.67972;421628,2343;2201372,152
пер. Сальский;22;;;;47.27279;39.74786;427354,2034;2206625,175
пер. Сальский;90а, 90, 22;;;92, 90;47.27316;39.74672;427396,7054;2206539,567
пер. Сальский;92a;;;29;47.28392;39.7524;428586,1394;2206988,239
пер. Сальский;96;;;96, 30, 19;47.27889;39.74967;428030,1975;2206772,862
пер. Сальский;94;;;94, 30, 19;47.27911;39.74925;428055,1587;2206741,473
пер. Сальский;92a, 89, 54;;;95, 44, 29;47.2841;39.75241;428606,1389;2206989,311
пер. Сальский;;;;92;47.28339;39.75298;428526,5243;2207031,186
пер. Семашко;3, 98, 80, 70, 67, 33, 7, 3а;;22, 9, 2, 1;;47.22146;39.71369;421689,202;2203946,757
пер. Семашко;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22134;39.71379;421675,738;2203954,114
пер. Семашко;;10, 6, 4, 1;;;47.22609;39.71145;422206,6964;2203785,49
пер. Семашко;;10, 6, 4, 1;;;47.22593;39.71087;422189,6249;2203741,275
пер. Семашко;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22751;39.71083;422365,3279;2203741,11
пер. Семашко;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22767;39.71091;422383,0168;2203747,459
пер. Семашко;;;;93;47.23519;39.70802;423222,6129;2203542,263
пер. Семашко;;;;93, 25;47.23531;39.70816;423235,7804;2203553,081
пер. Сибирский;61;;;;47.24493;39.69286;424324,3182;2202412,258
пер. Сибирский;51;;;;47.24493;39.69412;424322,7408;2202507,648
пер. Соборный, пер. Семашко;;;;25;47.23177;39.70712;422843,5147;2203467,895
пер. Строительный;4;;8;8, 4;47.19187;39.6362;418498,016;2198020,912
пер. Строительный;4;;12;8, 4;47.19201;39.63515;418514,9538;2197941,61
пер. Туапсинский;42а, 42, 35а, 35, 3а;;;59, 24;47.2691;39.79639;426886,9248;2210291,035
пер. Туапсинский;42а, 42, 35а, 35, 3а;;;59, 58, 24;47.26951;39.79687;426931,9534;2210328,051
пер. Университетский;3, 98, 80, 70, 67, 7, 3а;;22, 9, 2, 1;;47.22445;39.72809;422003,9644;2205042,757
пер. Урицкого;4;;8;73, 4;47.19321;39.6294;418655,9015;2197508,18
пер. Учительский;27, 18п, 18л;;;;47.28965;39.66344;429333,2772;2200269,139
пер. Учительский;27, 18п, 18л;;;;47.28985;39.66341;429355,5505;2200267,247
пер. Халтуринский;;10, 7;;;47.22382;39.70076;421967,5859;2202971,755
пер. Халтуринский;;10, 7;;;47.2237;39.70025;421954,8801;2202932,91
пер. Халтуринский;9;;;93, 12;47.22994;39.69826;422651,0807;2202793,62
пер. Халтуринский;60, 9;;;93, 25, 23, 12;47.23276;39.69582;422967,6355;2202614,018
пер. Халтуринский;51;;;;47.23846;39.69384;423603,7994;2202474,56
пер. Халтуринский;61;;;;47.23858;39.6936;423617,4406;2202456,609
пер. Чалтырский;99, 96, 94, 49, 1;;;99, 96, 94, 49, 43, 14;47.26441;39.67495;426512,5672;2201092,692
Переезд;96, 94;;;96, 94, 10;47.25906;39.62769;425978,8842;2197505,791
Переезд;96, 94;;;96, 94, 10;47.25922;39.62618;425998,6597;2197391,815
Переходной мост;64, 4, 15, 16, 26, 34, 34а, 57, 67, 98, 41, 71;;12, 8;40, 71, 98, 55, 44, 34, 16, 67, 4, 59, 52;47.21153;39.68697;420618,5301;2201904,653
Переходной мост;16, 4, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 15;;12, 8;34, 16, 40, 44, 52, 55, 59, 67, 71, 98, 8;47.21166;39.68585;420634,3925;2201820,049
Петровский причал;39;;;;47.21054;39.75263;420427,9397;2206876,919
пл. 2-й Пятилетки;99, 94, 78, 49, 27, 1;;;99, 94, 78, 49, 44, 43, 23, 14, 11;47.25977;39.68942;425978,4483;2202179,2
пл. 2-й Пятилетки;99, 96, 83, 49, 27, 1;;;99, 96, 78, 49, 44, 43, 23, 14, 11;47.25991;39.69011;425993,1464;2202231,68
пл. 339-й Стрелковой дивизии;67, 71, 94, 96, 26;;;40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23;47.22361;39.6304;422034,2335;2197642,546
пл. 339-й Стрелковой дивизии;94, 26, 71, 96, 67;;;23, 20, 10, 25, 59, 40, 67, 52, 96, 94, 93, 73, 71;47.22329;39.63034;421998,737;2197637,385
пл. 5-го Донского корпуса;;4, 1;;;47.21554;39.70191;421045,6424;2203043,736
пл. 5-го Донского корпуса;;4, 1;;;47.21548;39.7018;421039,1088;2203035,294
пл. 5-го Донского корпуса;26, 4, 16, 34, 34а, 41, 57, 64, 71, 15;;12, 8;8, 16, 4, 71, 48, 44, 34;47.21587;39.70152;421082,8146;2203014,796
пл. 5-го Донского корпуса;71, 15, 16, 26, 34, 34а, 41, 57, 4, 64;;12, 8;8, 16, 34, 44, 48, 71, 4;47.21566;39.70027;421061,0243;2202919,728
пл. Борко;45, 47, 77, 96, 21;;;38, 11, 19, 30, 96, 44, 45, 47, 66, 77, 95, 21;47.28259;39.71006;428489,7261;2203782,771
пл. Борко;46;;;38;47.28132;39.70721;428352,0605;2203564,85
пл. Борко;46;;;;47.28139;39.70705;428360,0409;2203552,872
пл. Гагарина;;;;93;47.23611;39.71228;423319,6281;2203866,497
пл. Гагарина;;;;93, 25;47.23618;39.71214;423327,583;2203856,023
пл. Добровольского;45, 46, 47, 77, 96, 21;;;38, 11, 21, 96, 44, 45, 47, 66, 77, 95, 19;47.29356;39.7027;429718,4288;2203246,005
пл. Добровольского;45, 46, 47, 77, 94, 21;;;38, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19;47.29345;39.70294;429705,9014;2203263,957
пл. Добровольского;78, 18п, 18л;;;79, 78, 38, 23;47.29519;39.70417;429897,8173;2203360,165
пл. Добровольского;83, 18п, 18л;;;79, 78, 38, 23;47.29501;39.7039;429878,1411;2203339,415
пл. Дорожных строителей;6;;;93, 56, 55, 52, 48, 25, 23, 20, 6;47.23359;39.6392;423132,2211;2198328,141
пл. Дружинников;4;;12;8;47.21035;39.67375;420504,0662;2200900,986
пл. Дружинников;4;;8;4;47.21093;39.67413;420568,0634;2200930,855
пл. Дружинников;98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71;;8;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21108;39.67288;420586,3286;2200836,442
пл. Дружинников;98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71;;12;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21094;39.67126;420572,8263;2200713,458
пл. К. Маркса;80, 70, 54;;22, 2;98, 80, 66, 24;47.22997;39.7625;422576,2919;2207658,42
пл. К. Маркса;98, 67, 7, 3а, 3;;9, 1;95, 79, 19;47.23136;39.76198;422731,4392;2207621,46
пл. К. Маркса;98, 67, 54, 7;;1, 9;95, 79, 66, 24, 19;47.23153;39.76161;422750,7774;2207593,738
пл. К. Маркса;3а, 3;;;;47.23241;39.76121;422849,0844;2207564,98
пл. Комсомольская;78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58;;;58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47;47.23698;39.69988;423431,7211;2202929,174
пл. Комсомольская;51;;;99, 90, 78, 58, 45, 44, 43, 38, 23, 21, 11, 6;47.23842;39.70028;423591,3125;2202962,094
пл. Комсомольская;83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2;;;;47.23855;39.69936;423606,9111;2202892,674
пл. Комсомольская;61;;;;47.23804;39.69811;423551,7713;2202797,096
пл. Королева;92a, 65, 63, 18л;;6;83, 65, 63, 56, 44, 25, 11;47.29391;39.71387;429743,5185;2204091,503
пл. Королева;92a, 83, 65, 63, 33, 18п;;6;95, 83, 65, 63, 56, 44, 25, 11;47.29425;39.71337;429781,9339;2204054,301
пл. Ленина;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24939;39.71395;424793,953;2204016,973
пл. Ленина;83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65;;6;25, 45, 49, 65, 77, 83, 92;47.24868;39.71271;424716,5482;2203921,819
пл. Ленина;92a, 46, 47, 63, 65, 77, 78, 90, 90а, 18л, 33;;6;47, 56, 63, 65, 66, 77, 83, 92, 25;47.25032;39.71291;424898,6262;2203939,929
пл. Ленина;99, 96, 58, 35а, 35, 17, 1;;;96, 58, 56, 49, 14;47.24969;39.7118;424829,9561;2203854,762
пл. Мичурина;;7;;;47.2144;39.64672;420989,0298;2198861,028
пл. Мичурина;;;;55;47.21448;39.64644;420998,2869;2198839,97
пл. Мичурина;;7;;;47.215;39.64811;421053,931;2198967,461
пл. Плевен;96, 94;;;96, 94, 93, 73, 20, 10;47.20851;39.63513;420349,3249;2197971,777
пл. Плевен;98, 57, 34;;12;98, 44, 34;47.20807;39.63591;420299,3885;2198030,024
пл. Плевен;98, 96, 94, 57, 34;;8;98, 96, 94, 93, 73, 34, 20, 10;47.20828;39.63465;420324,3835;2197934,972
пл. Свободы;;1;;;47.22923;39.76424;422491,9632;2207788,901
пл. Свободы;80, 70, 68, 54;;22, 2;80, 66;47.22932;39.76402;422502,2292;2207772,397
пл. Свободы;;1;;;47.22909;39.76369;422477,0499;2207747,006
пл. Советов;99, 92a, 90а, 90, 78, 77, 65, 58, 47, 46, 35а, 35, 33, 1;;6;;47.22181;39.7191;421721,4597;2204357,14
пл. Стачки 1902 года;4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а;;12, 8;4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67;47.21383;39.69583;420863,117;2202580,05
пл. Стачки 1902 года;15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 4;;12, 8;16, 8, 34, 40, 44, 48, 52, 55, 59, 67, 71, 98, 4;47.21394;39.69547;420875,796;2202552,982
пл. Страны Советов;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24947;39.75579;424752,1491;2207184,401
пл. Страны Советов;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24929;39.75523;424732,8052;2207141,693
пл. Театральная;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;98, 80, 55;47.22774;39.74766;422346,0669;2206530,694
пл. Театральная;80, 70, 67, 7, 3а, 3, 98;;22, 9, 2, 1;98, 80;47.22764;39.74384;422339,5382;2206241,226
пл. Толстого;;1;;;47.23128;39.76579;422718,0358;2207909,837
пл. Толстого;;1;;;47.23151;39.76574;422743,6648;2207906,449
пл. Тружеников;98, 57, 41, 34а, 34;;;98, 44, 34;47.21144;39.64528;420661,8279;2198746,306
пл. Тружеников;71, 67, 64, 26, 16;;8;71, 67, 59, 52, 40, 16;47.21234;39.6443;420763,1565;2198673,784
пл. Тружеников;98, 26, 34, 34а, 41, 57, 64, 67, 71, 16;;12;34, 40, 44, 52, 55, 59, 67, 71, 98, 16;47.21202;39.64815;420722,5845;2198964,823
пл. Чкалова;94;;;94, 30, 29, 19;47.27575;39.74984;427680,9069;2206780,201
пл. Чкалова;96;;;96, 30, 29, 19;47.27555;39.74936;427659,2467;2206743,531
пл. Чкалова;90а, 90, 22;;;92, 90;47.27566;39.74869;427672,2785;2206693,031
пл. Чкалова;90а, 90;;;92, 90;47.27524;39.74851;427625,801;2206678,672
пл. Энергетиков;;;5;93, 88, 67, 59, 52, 40, 29;47.23617;39.7398;423292,7153;2205950,387
пл. Энергетиков;;;5;93, 88, 67, 59, 52, 40, 29;47.23619;39.73851;423296,4966;2205852,746
Пожарная часть;;;;19;47.26684;39.75687;426681,9536;2207296,526
Пожарная часть;;;;19;47.26701;39.75737;426700,2582;2207334,661
Покровский Храм;77;;;;47.29976;39.6964;430415,559;2202780,874
Поликлиника;;;;8;47.20778;39.68809;420200,2235;2201982,579
Поликлиника;;;;4;47.20782;39.68798;420204,8087;2201974,319
