field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descriptio_2,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop
5553,26,"392,698144556161",пл. Стачки 1902 года,"4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а",NA,"12, 8","4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67",47.21383,39.69583,420863.11705,2202580.05047,12,0,2,13,27,16,Портовая,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
5153,26,"506,321270537645",пл. 5-го Донского корпуса,"26, 4, 16, 34, 34а, 41, 57, 64, 71, 15",NA,"12, 8","8, 16, 4, 71, 48, 44, 34",47.21587,39.70152,421082.81462,2203014.79640,10,0,2,7,19,12,Старый центр,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
1165,26,NA,Центральный рынок,"34а, 34, 26",NA,NA,44,47.21723,39.70791,421226.07931,2203501.29525,3,0,0,1,4,44,Старый центр,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
1161,27,"340,897259660654",Центральный рынок,"61, 51, 27",NA,NA,NA,47.21793,39.71141,421299.57343,2203767.67385,3,0,0,0,3,56,Старый центр,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
2933,27,"109,469719952397",Консерватория,"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58",NA,NA,"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38",47.21968,39.70771,421498.70079,2203490.59853,17,0,0,12,29,6,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
8615,27,"519,888306676651",ул. Б. Садовая,"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90",47.22066,39.70759,421607.79895,2203483.29065,14,0,0,11,25,43,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
9883,27,"498,406460798641",ул. Максима Горького,"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47",NA,NA,"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47",47.22541,39.70508,422138.98223,2203301.83178,15,0,0,11,26,47,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
9954,27,"378,4426221321",ул. Малюгиной,"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27",NA,NA,"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12",47.23023,39.70292,422677.51905,2203147.03985,16,0,0,12,28,49,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
10915,27,"320,193944637881",ул. Текучева,"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61",NA,NA,"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6",47.23429,39.70138,423130.79744,2203037.83653,13,0,0,12,25,51,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5353,27,"179,136198102276",пл. Комсомольская,"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58",NA,NA,"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47",47.23698,39.69988,423431.72110,2202929.17436,14,0,0,12,26,22,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5375,27,"20,9265074965255",пл. Комсомольская,"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2",NA,NA,NA,47.23855,39.69936,423606.91113,2202892.67398,11,0,0,0,11,23,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
2923,27,"1060,5683202758",Комсомольский парк,"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а",NA,NA,"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6",47.23868,39.69916,423621.61293,2202877.76883,12,0,0,12,24,5,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11805,27,"58,2081823692269",Шеболдаева,"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22",NA,NA,"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23",47.24811,39.69716,424672.47314,2202743.62458,11,0,0,12,23,57,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
6893,27,"354,45938774497",РГУПС,"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а",NA,NA,"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6",47.24862,39.69699,424729.38387,2202731.69037,12,0,0,12,24,25,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
6914,27,"326,646526329814",РГУПС,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25170,39.69818,425070.31343,2202827.41665,10,0,0,13,23,26,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3974,27,"595,345810090898",пер. Боевой,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25298,39.70207,425207.77097,2203124.21425,10,0,0,13,23,13,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11121,27,"427,950820503521",ул. Цезаря Куникова,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25344,39.69422,425268.70244,2202530.85543,6,0,0,9,15,52,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11131,27,"638,917110975939",ул. Цезаря Куникова,"49, 27, 1, 99, 96, 83",NA,NA,"99, 96, 78, 49, 44, 43, 23, 14, 11",47.25673,39.69715,425630.80205,2202758.67131,6,0,0,9,15,53,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5091,27,"793,385063548827",пл. 2-й Пятилетки,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25977,39.68942,425978.44834,2202179.19950,6,0,0,9,15,20,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
936,27,"338,48993403177",ул. Иловайская,"78, 27",NA,NA,"78, 44, 23, 11",47.26531,39.68250,426603.06412,2201665.73306,2,0,0,4,6,45,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
98,27,"180,72134174144",АТП-3,"94, 78, 27",NA,NA,"94, 78, 44, 23, 11",47.26823,39.68375,426926.11433,2201765.74005,3,0,0,5,8,1,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
99,27,"383,056429930949",АТП-3,"96, 83, 27",NA,NA,"96, 78, 44, 23, 11",47.26976,39.68455,427095.20164,2201829.11178,3,0,0,5,8,2,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
465,27,"349,902867257446",пер. Радиаторный,"96, 83, 27",NA,NA,"96, 78, 44, 23, 11",47.27353,39.68611,427512.36214,2201954.13165,3,0,0,5,8,17,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
424,27,"394,654682007575",пер. Изыскательский,"96, 83, 27",NA,NA,"96, 78, 44, 23, 11",47.27736,39.68574,427938.62439,2201933.22223,3,0,0,5,8,15,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
357,27,"543,724308410786",Неклиновская,"96, 83, 27",NA,NA,"96, 78, 44, 23, 11",47.28091,39.68345,428336.17859,2201766.54154,3,0,0,5,8,12,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
8102,27,"357,326886396421",Столбовая,"27, 18п, 18л",NA,NA,NA,47.28405,39.67781,428692.39557,2201345.69402,3,0,0,0,3,42,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
6762,27,"158,077083978374",Промежуточная,"27, 18п, 18л",NA,NA,NA,47.28423,39.67244,428719.22454,2200939.78771,3,0,0,0,3,24,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11142,27,"211,277340571166",ул. Центральная,"27, 18п, 18л",NA,NA,NA,47.28426,39.67002,428725.64128,2200756.77050,3,0,0,0,3,54,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
4962,27,"270,806717495451",пер. Учительский,"27, 18п, 18л",NA,NA,NA,47.28985,39.66341,429355.55048,2200267.24666,3,0,0,0,3,19,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
7692,27,"109,887386187115",Сады Геологов,"27, 18п, 18л",NA,NA,NA,47.29232,39.66104,429633.18925,2200092.63335,3,0,0,0,3,37,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
2714,27,"404,740565255558",Каменские сады,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.29736,39.67764,430172.34011,2201357.62139,5,0,0,2,7,3,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3324,27,"273,845947351532",Магазин,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.30120,39.67700,430600.06093,2201316.37320,5,0,0,2,7,8,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
7954,27,"1626,11164214051",Совхоз СКВО,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.30367,39.67705,430874.59845,2201324.75748,5,0,0,2,7,39,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3473,27,"828,846453957413",мкр. Суворовский,"27, 18п, 18л, 1",NA,NA,"43, 10",47.31803,39.67310,432476.08041,2201052.89403,4,0,0,2,6,9,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3484,27,NA,мкр. Суворовский,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.31965,39.68382,432642.60967,2201866.35117,5,0,0,2,7,10,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
1143,28,"261,494346862042",Участок 8,"69a, 69, 28",NA,NA,NA,47.30817,39.75918,431274.04692,2207543.49622,3,0,0,0,3,37,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1141,28,"185,955878917498",Участок 7,"69a, 69, 28",NA,NA,NA,47.30730,39.76247,431173.42180,2207790.75819,3,0,0,0,3,35,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1140,28,"404,118307560306",Участок 5,"69a, 69, 28",NA,NA,NA,47.30715,39.76497,431153.78678,2207979.54113,3,0,0,0,3,34,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1138,28,"507,052309144802",Участок 3,"69a, 69, 28",NA,NA,NA,47.30748,39.77069,431183.72758,2208412.64526,3,0,0,0,3,32,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1136,28,"535,990336070056",Участок 2,"69a, 69, 28",NA,NA,NA,47.30463,39.77593,430860.72639,2208803.97021,3,0,0,0,3,30,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
722,28,"595,571239310273",Рощинская,"36, 28",NA,NA,"92, 90",47.29819,39.78386,430135.49983,2209392.62750,2,0,0,2,4,17,Каскадная,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
3651,28,"178,189593305427",Областная туб. больница,"36, 28, 3а",NA,NA,"92, 90, 44",47.29015,39.78368,429241.86510,2209365.25600,3,0,0,3,6,12,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
83,28,"191,684158868253",Аквадар,"36, 28",NA,NA,"92, 90, 44",47.28494,39.78134,428665.37270,2209179.32203,2,0,0,3,5,1,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
131,28,"600,822167301591",Больница,"36, 28",NA,NA,"92, 90, 44",47.28362,39.77971,428520.52507,2209053.74761,2,0,0,3,5,4,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
891,28,"37,1893700666322",ул. Вятская,"36, 28",NA,NA,"92, 90, 44",47.27940,39.77475,428057.17472,2208671.24378,2,0,0,3,5,24,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1045,28,"709,454639430201",ул. Орская,"69a, 28",NA,NA,"95, 92, 44",47.27912,39.77325,428027.80635,2208557.27466,2,0,0,3,5,26,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1130,28,"186,456563738479",ул. Щербакова,"69a, 36, 28",NA,NA,95,47.27734,39.78227,427819.36275,2209236.65838,3,0,0,1,4,29,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
3091,28,"837,123543351567",Лесная школа,"36, 28, 3",NA,NA,NA,47.27567,39.78246,427633.48018,2209248.17404,3,0,0,0,3,11,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
9401,28,"411,012931540788",ул. Камская,"42а, 42, 36, 35а, 35, 28, 3а",NA,NA,"59, 58, 24",47.26989,39.78955,426982.65432,2209774.78325,7,0,0,3,10,25,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
6071,28,"745,618361812531",пр. 20-летия Октября,"42а, 42, 36, 35а, 35, 28, 3а",NA,NA,"59, 58, 24",47.26697,39.78622,426661.88911,2209517.81520,7,0,0,3,10,14,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1128,28,"534,134046767093",ул. Щербакова,"42а, 42, 36, 35а, 35, 28",NA,NA,"59, 58, 24",47.26419,39.77724,426363.29729,2208833.47298,6,0,0,3,9,28,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
956,28,"342,991054570899",АРМ,"96, 89, 54, 28, 18л",NA,NA,"96, 79, 30, 29",47.26425,39.77017,426378.26767,2208298.52639,5,0,0,4,9,3,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
2054,28,"562,085312562332",Детский комбинат,"96, 3а, 3, 28, 35, 35а, 36, 42, 42а, 54, 14, 89, 18л",NA,NA,"24, 29, 30, 58, 59, 63, 79, 96, 14",47.26131,39.76879,426053.04176,2208188.99877,13,0,0,9,22,6,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
1794,28,"352,16493611613",Главная проходная РСМ,"89, 3а, 14, 18л, 28, 35, 35а, 36, 42, 3, 54, 96, 42а",NA,NA,"96, 14, 24, 29, 30, 58, 59, 63, 79",47.25797,39.76549,425685.61588,2207933.44585,13,0,0,9,22,5,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
7811,28,"1395,23822909425",Сельмаш,"94, 36, 28, 14",NA,NA,"94, 66, 58, 30",47.25494,39.76415,425350.34368,2207826.75807,4,0,0,4,8,21,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
6931,28,"398,535230636444",РЗНО,"96, 89, 54, 28, 18л",NA,NA,"96, 79, 30, 29",47.26739,39.76202,426736.98223,2207687.21119,5,0,0,4,9,15,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
7841,28,"468,985723933767",СИ и ТО,"96, 89, 54, 28, 18л",NA,NA,"96, 79, 30, 29, 19",47.27097,39.76206,427134.93819,2207696.47211,5,0,0,5,10,22,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941
379,31,"410,136339053661",Очистные сооружения,31,NA,NA,73,47.18984,39.68030,418215.61140,2201359.12193,1,0,0,1,2,8,Промышленный левбердон,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
709,31,"243,4849823194",Роставто,31,NA,NA,73,47.19179,39.68490,418426.58947,2201711.33716,1,0,0,1,2,11,Промышленный левбердон,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
708,31,"213,23203892225",Роставто,31,NA,NA,73,47.19327,39.68727,418588.14028,2201893.67196,1,0,0,1,2,10,Промышленный левбердон,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
850,31,"438,588435808592","ул. 2-я Луговая, 28",31,NA,NA,NA,47.19253,39.68987,418502.60488,2202089.33651,1,0,0,0,1,16,Промышленный левбердон,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
818,31,"403,418667378646",Табачная фабрика,31,NA,NA,73,47.19625,39.69178,418913.77023,2202240.92022,1,0,0,1,2,14,Промышленный левбердон,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816
