"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"197";"4";538,643727296175;"ГПЗ-10";"4";NA;NA;"56, 34, 25, 23, 8, 4";47,1996;39,61269;419388,389494389;2196254,37363691;1;0;0;6;7;2
"945";"4";308,597617154146;"ул. Каширская";"4";NA;"8";"73, 4";47,19887;39,61973;419297,891174057;2196786,38141126;1;0;1;2;4;31
"461";"4";300,547622416581;"пер. Пржевальского";"4";NA;"8";"73, 4";47,19887;39,62381;419292,498781081;2197095,53002133;1;0;1;2;4;14
"178";"4";317,350709953577;"Гипсовый завод";"4";NA;"8";"73, 4";47,19647;39,62563;419023,28493924;2197228,79389163;1;0;1;2;4;1
"952";"4";299,798683250619;"ул. Кузнечная";"4";NA;"8";"73, 4";47,19362;39,62553;418706,575696903;2197215,7054123;1;0;1;2;4;34
"1131";"4";110,053249449462;"Универмаг";NA;NA;NA;"4";47,19113;39,62402;418431,748155071;2197096,45882776;0;0;0;1;1;39
"793";"4";272,638191091138;"Смычка";NA;NA;NA;"4";47,19156;39,62271;418481,281596117;2196998,0165861;0;0;0;1;1;25
"207";"4";758,398776627741;"Детский сад";NA;NA;NA;"4";47,19256;39,61942;418596,804427802;2196750,63566404;0;0;0;1;1;3
"494";"4";174,881604545941;"пер. Урицкого";"4";NA;"8";"73, 4";47,19321;39,6294;418655,901545688;2197508,1804281;1;0;1;2;4;17
"443";"4";280,758900009431;"пер. Молодогвардейский";"4";NA;"8";"73, 4";47,19265;39,63156;418590,808496859;2197670,7867876;1;0;1;2;4;11
"489";"4";227,035214586726;"пер. Строительный";"4";NA;"8";"8, 4";47,19187;39,6362;418498,016044102;2198020,91245731;1;0;1;2;4;15
"875";"4";307,669790811806;"ул. Богачёва";"4";NA;"8";"8, 4";47,19217;39,63975;418526,731583467;2198290,51158355;1;0;1;2;4;27
"1088";"4";524,196697931376;"ул. Судостроительная";"4";NA;"12";"8, 4";47,19288;39,64438;418599,635734362;2198642,73283257;1;0;1;2;4;37
"386";"4";325,914489692941;"пер. 3-й Поселковый";"4";NA;"12";"8, 4";47,19465;39,65157;418787,090809523;2199190,95015368;1;0;1;2;4;8
"384";"4";588,097774853343;"пер. 2-й Поселковый";"4";NA;"12";"8, 4";47,19639;39,65563;418975,290237179;2199501,89805488;1;0;1;2;4;6
"459";"4";227,81989341699;"пер. Пограничный";"4";NA;"12";"8, 4";47,19944;39,66291;419305,009537021;2200059,27810507;1;0;1;2;4;13
"949";"4";507,783017909662;"ул. Коминтерна";"4";NA;"12";"8, 4";47,20056;39,66569;419425,963322147;2200272,02332056;1;0;1;2;4;33
"953";"4";92,2046194791323;"ул. Кулагина";"4";NA;"12";"8, 4";47,20266;39,67165;419651,820000834;2200727,53225395;1;0;1;2;4;35
"438";"4";368,939898453101;"пер. Кущевский";"4";NA;"8";"8, 4";47,20284;39,67284;419670,316614108;2200818,03028884;1;0;1;2;4;10
"938";"4";413,091773095578;"ул. Интернациональная";"4";NA;"8";"8, 4";47,20423;39,67736;419819,106715782;2201163,07900891;1;0;1;2;4;29
"408";"4";593,886308619861;"пер. Деревянко";NA;NA;NA;"4";47,20595;39,6822;420004,199512568;2201532,96543647;0;0;0;1;1;9
"865";"4";455,621705303054;"ул. Бабушкина";"15, 98, 4, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 40, 44, 52, 55, 59, 67, 16, 98, 34, 71";47,2111;39,68015;420579,330210417;2201387,21368081;12;0;2;11;25;26
"528";"4";1103,09604687446;"пл. Дружинников";"4";NA;"8";"4";47,21093;39,67413;420568,063422437;2200930,85499889;1;0;1;1;3;21
"576";"4";419,99838823305;"Поликлиника";NA;NA;NA;"4";47,20782;39,68798;420204,80872528;2201974,31883137;0;0;0;1;1;24
"506";"4";541,166914146985;"Переходной мост";"64, 4, 15, 16, 26, 34, 34а, 57, 67, 98, 41, 71";NA;"12, 8";"40, 71, 98, 55, 44, 34, 16, 67, 4, 59, 52";47,21153;39,68697;420618,530143072;2201904,65302555;12;0;2;11;25;18
"342";"4";321,885570669912;"Магазин ""Стройматериалы""";NA;NA;NA;"4";47,2112;39,69411;420572,883401731;2202444,92942893;0;0;0;1;1;4
"555";"4";392,698144556161;"пл. Стачки 1902 года";"4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67";47,21383;39,69583;420863,117046191;2202580,05046731;12;0;2;13;27;22
"515";"4";511,07919185727;"пл. 5-го Донского корпуса";"26, 4, 16, 34, 34а, 41, 57, 64, 71, 15";NA;"12, 8";"8, 16, 4, 71, 48, 44, 34";47,21587;39,70152;421082,814616359;2203014,79640409;10;0;2;7;19;19
"1094";"4";NA;"ул. Темерницкая";NA;NA;NA;"71, 34, 8, 4";47,21776;39,70768;421285,285757652;2203484,83691357;0;0;0;4;4;38
"362";"6";342,509313169222;"Областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22522;39,61801;422229,566795061;2196707,30276906;2;0;0;4;6;14
"204";"6";301,715998006391;"Детская областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22496;39,62299;422194,074286172;2197083,95501455;2;0;0;4;6;5
"78";"6";289,621853266662;"Автостоянка";"6";NA;NA;"59, 55, 6";47,22514;39,62739;422208,285084584;2197417,53481538;1;0;0;3;4;1
"333";"6";376,424869348534;"Магазин ""Автозапчасти""";"6";NA;NA;"52, 6, 55";47,22578;39,63299;422272,080693441;2197842,87832061;1;0;0;3;4;11
"1084";"6";365,774938528841;"ул. Содружества";"6";NA;NA;"55, 52, 6";47,22923;39,63329;422655,234105462;2197872,23489379;1;0;0;3;4;48
"979";"6";348,614505716041;"ул. Львовская";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23263;39,63481;423031,231614802;2197993,87557169;1;0;0;9;10;39
"526";"6";466,376381393942;"пл. Дорожных строителей";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23359;39,6392;423132,221072091;2198328,14118786;1;0;0;9;10;18
"911";"6";166,156807922873;"ул. Доватора";"37, 15, 6";NA;NA;"56, 52, 6";47,23713;39,6359;423530,084293379;2198085,05502335;3;0;0;3;6;32
"915";"6";328,130211393124;"ул. Доватора";"6";NA;NA;"56, 6";47,23862;39,63577;423695,902264915;2198078,07322114;1;0;0;2;3;33
"1060";"6";222,66096120459;"ул. Попова";"6";NA;NA;"56, 6";47,24053;39,63912;423903,86686911;2198335,37786635;1;0;0;2;3;44
"961";"6";404,830929851142;"ул. Лазо";"6";NA;NA;"56, 6";47,24211;39,64227;424075,415618547;2198576,89174577;1;0;0;2;3;35
"976";"6";461,472948787824;"ул. Литовская";"6";NA;NA;"56, 6";47,2447;39,64688;424357,364239356;2198930,84892797;1;0;0;2;3;36
"343";"6";239,493204251916;"Мемориал";"6";NA;NA;"56, 6";47,24684;39,65211;424588,504437255;2199330,85422144;1;0;0;2;3;13
"678";"6";821,998956477382;"Путепровод";"6";NA;NA;"56, 6";47,24725;39,65526;424630,020386781;2199570,09615933;1;0;0;2;3;24
"80";"6";438,065928652286;"Автостоянка";"6";NA;NA;"56, 6";47,24683;39,66612;424569,386412362;2200391,4408182;1;0;0;2;3;3
"257";"6";247,443904960084;"Зоопарк";"6";NA;NA;"56, 6";47,24707;39,67315;424587,104541817;2200924,08454705;1;0;0;2;3;7
"580";"6";452,066959629226;"Поликлиника";"6";NA;NA;"56, 6";47,24642;39,67679;424510,21954378;2201198,43360477;1;0;0;2;3;22
"406";"6";419,272999607883;"пер. Дальний";"17, 6";NA;NA;"56, 6";47,25041;39,67949;424950,381363074;2201410,2498212;2;0;0;2;4;16
"859";"6";222,937055992154;"ул. Артиллерийская";"17, 6";NA;NA;"56, 6";47,25026;39,68507;424926,659201291;2201832,36941178;2;0;0;2;4;29
"1063";"6";508,642019298569;"ул. Профинтерна";"17, 6";NA;NA;"56, 6";47,25012;39,68919;424905,911778541;2202143,98956786;2;0;0;2;4;46
"690";"6";176,561609906905;"РГУПС";"17, 6";NA;NA;"56, 6";47,25003;39,69592;424887,474978985;2202653,27770609;2;0;0;2;4;26
"689";"6";58,2081823692269;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;25
"1180";"6";1060,5683202758;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;54
"292";"6";89,4610114113939;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;9
"536";"6";163,126075983205;"пл. Комсомольская";"51";NA;NA;"99, 90, 78, 58, 45, 44, 43, 38, 23, 21, 11, 6";47,23842;39,70028;423591,312496513;2202962,09441254;1;0;0;12;13;20
"535";"6";320,193944637881;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;19
"1090";"6";378,4426221321;"ул. Текучева";"21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2";NA;NA;"99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78";47,23349;39,7015;423041,709520378;2203045,46180448;14;0;0;11;25;50
"994";"6";498,406460798641;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;42
"987";"6";519,888306676651;"ул. Максима Горького";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22512;39,70555;422106,159002276;2203336,8988369;14;0;0;11;25;40
"861";"6";109,469719952397;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;31
"293";"6";133,249100722981;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;10
"223";"6";325,565010905323;"Дом обуви";NA;NA;NA;"99, 90, 78, 58, 45, 44, 43, 38, 11, 6";47,21861;39,7085;421378,767810547;2203548,49157862;0;0;0;10;10;6
"1169";"6";242,424488252977;"Центральный рынок";NA;NA;NA;"11, 6, 99, 90, 78, 58, 45, 43, 38";47,21567;39,70964;421050,509219574;2203629,50478542;0;0;0;9;9;52
"816";"6";NA;"Супермаркет ""Тихий Дон""";NA;NA;NA;"99, 90, 78, 58, 38, 6";47,21341;39,70967;420799,221288775;2203627,6766537;0;0;0;6;6;27
"10941";"8";511,07919185727;"ул. Темерницкая";NA;NA;NA;"71, 34, 8, 4";47,21776;39,70768;421285,285757652;2203484,83691357;0;0;0;4;4;37
"5161";"8";392,698144556161;"пл. 5-го Донского корпуса";"71, 15, 16, 26, 34, 34а, 41, 57, 4, 64";NA;"12, 8";"8, 16, 34, 44, 48, 71, 4";47,21566;39,70027;421061,024294283;2202919,72795257;10;0;2;7;19;18
"5561";"8";309,745140176475;"пл. Стачки 1902 года";"15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 4";NA;"12, 8";"16, 8, 34, 40, 44, 48, 52, 55, 59, 67, 71, 98, 4";47,21394;39,69547;420875,796024439;2202552,98206757;12;0;2;13;27;21
"341";"8";163,58034249662;"Магазин ""Стройматериалы""";NA;NA;NA;"8";47,21124;39,69448;420576,86736453;2202473,0319663;0;0;0;1;1;3
"1062";"8";454,385127778291;"ул. Портовая, 43-45";NA;NA;NA;"8";47,21034;39,69277;420478,952525246;2202341,83763632;0;0;0;1;1;34
"575";"8";463,948315972288;"Поликлиника";NA;NA;NA;"8";47,20778;39,68809;420200,223512006;2201982,57853677;0;0;0;1;1;22
"507";"8";664,437896432384;"Переходной мост";"16, 4, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 15";NA;"12, 8";"34, 16, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21166;39,68585;420634,392542429;2201820,0490049;12;0;2;11;25;16
"409";"8";457,553128854275;"пер. Деревянко";NA;NA;NA;"8";47,20607;39,68277;420016,820497133;2201576,37194523;0;0;0;1;1;8
"9391";"8";368,939898453101;"ул. Интернациональная";"4";NA;"12";"8, 4";47,20434;39,67719;419831,551225959;2201150,40373396;1;0;1;2;4;28
"4381";"8";92,2046194791323;"пер. Кущевский";"4";NA;"8";"8, 4";47,20284;39,67284;419670,316614108;2200818,03028884;1;0;1;2;4;9
"9531";"8";507,783017909662;"ул. Кулагина";"4";NA;"12";"8, 4";47,20266;39,67165;419651,820000834;2200727,53225395;1;0;1;2;4;32
"9481";"8";227,81989341699;"ул. Коминтерна";"4";NA;"8";"4, 8";47,20029;39,66565;419395,997900352;2200268,48583648;1;0;1;2;4;30
"4581";"8";1848,53556070091;"пер. Пограничный";"4";NA;"8";"8, 4";47,199;39,66239;419256,760265624;2200019,04941159;1;0;1;2;4;11
"866";"8";404,239054968349;"ул. Бабушкина";"98, 15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 4";NA;"12, 8";"16, 34, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21122;39,67894;420594,202241709;2201295,77378992;12;0;2;11;25;24
"527";"8";2071,96284063295;"пл. Дружинников";"4";NA;"12";"8";47,21035;39,67375;420504,066200471;2200900,98625639;1;0;1;1;3;19
"3831";"8";325,914489692941;"пер. 2-й Поселковый";"4";NA;"8";"8, 4";47,19603;39,65537;418935,603287744;2199481,5156346;1;0;1;2;4;4
"3851";"8";524,196697931376;"пер. 3-й Поселковый";"4";NA;"8";"8, 4";47,19425;39,65101;418743,345952723;2199147,7556417;1;0;1;2;4;6
"10871";"8";307,669790811806;"ул. Судостроительная";"4";NA;"8";"8, 4";47,19259;39,64377;418568,188782184;2198595,95363814;1;0;1;2;4;35
"8761";"8";227,035214586726;"ул. Богачёва";"4";NA;"12";"8, 4";47,19228;39,63914;418539,756297876;2198244,49555082;1;0;1;2;4;26
"4901";"8";418,785579234501;"пер. Строительный";"4";NA;"12";"8, 4";47,19201;39,63515;418514,953761314;2197941,61043233;1;0;1;2;4;15
"444";"8";277,77759786325;"пер. Молодогвардейский";"4";NA;"12";"73, 8";47,19479;39,63142;418828,900913867;2197664,29751945;1;0;1;2;4;10
"982";"8";203,22310980956;"ул. Магнитогорская";"4";NA;"12";"73, 8";47,19512;39,62778;418870,371015398;2197389,10429794;1;0;1;2;4;33
"177";"8";275,522078941081;"Гипсовый завод";"4";NA;"12";"73, 8";47,1963;39,62573;419004,2538571;2197236,04272324;1;0;1;2;4;1
"460";"8";390,370021049188;"пер. Пржевальского";"4";NA;"12";"73, 8";47,19867;39,62468;419269,116550947;2197161,0644212;1;0;1;2;4;13
"944";"8";872,944729190737;"ул. Каширская";"4";NA;"12";"73, 8";47,1989;39,61953;419301,491092891;2196771,28533883;1;0;1;2;4;29
"792";"8";1195,69497732615;"Смычка";NA;NA;NA;"8";47,1914;39,6229;418463,243110673;2197012,10522244;0;0;0;1;1;23
"1971";"8";NA;"ГПЗ-10";"4";NA;NA;"56, 34, 25, 23, 8, 4";47,1996;39,61269;419388,389494389;2196254,37363691;1;0;0;6;7;2
"348";"10";828,846453957413;"мкр. Суворовский";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,31965;39,68382;432642,609671739;2201866,35116844;5;0;0;2;7;28
"347";"10";1626,51877951068;"мкр. Суворовский";"27, 18п, 18л, 1";NA;NA;"43, 10";47,31803;39,6731;432476,08041463;2201052,89403377;4;0;0;2;6;27
"795";"10";274,985047505162;"Совхоз СКВО";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,30367;39,67705;430874,598453554;2201324,75747654;5;0;0;2;7;58
"331";"10";399,78313252622;"Магазин";"18л, 10, 1, 27, 18п";NA;NA;"43, 10";47,30098;39,67714;430575,425089735;2201326,55089591;5;0;0;2;7;24
"271";"10";561,878502853946;"Каменские сады";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,29736;39,67764;430172,340112813;2201357,62138614;5;0;0;2;7;19
"755";"10";347,899743362108;"С/т ""Энергия""";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,29723;39,6702;430167,341455691;2200794,67993214;5;0;0;2;7;54
"749";"10";479,961532768711;"С/т ""Салют""";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,2959;39,66583;430025,05763136;2200461,67019735;5;0;0;2;7;51
"744";"10";465,567474499936;"С/т ""Вираж""";"10, 1";NA;NA;"43, 10";47,29254;39,66049;429658,353496935;2200051,44722787;2;0;0;2;4;48
"743";"10";289,089836299024;"С/т ""Братство""";"10, 1";NA;NA;"43, 10";47,28836;39,6614;429192,477617489;2200112,3966261;2;0;0;2;4;47
"752";"10";321,581611935188;"С/т ""Спутник""";"10, 1";NA;NA;"43, 10";47,28576;39,66211;428902,514306513;2200161,20461571;2;0;0;2;4;52
"377";"10";476,779919268489;"Октября";"10, 1";NA;NA;"43, 10";47,28287;39,66259;428580,605899222;2200192,07195486;2;0;0;2;4;31
"201";"10";411,5947872588;"ГСК «Авиатор»";"10, 1";NA;NA;"43, 10";47,27846;39,66344;428089,239400994;2200248,0752718;2;0;0;2;4;11
"772";"10";416,582163302428;"Сады СКВО";"10, 1";NA;NA;"43, 10";47,27412;39,66459;427605,272114309;2200326,92091192;2;0;0;2;4;56
"1032";"10";33,6111996125403;"ул. Оганова, 23";"10, 1";NA;NA;"43, 14, 10";47,27038;39,66478;427189,238746231;2200334,26547759;2;0;0;3;5;73
"1097";"10";360,088277762698;"ул. Тимошенко";"10, 1";NA;NA;"43, 10";47,27014;39,66505;427162,211555489;2200354,24522656;2;0;0;2;4;74
"1153";"10";264,083070570784;"Хоз. магазин";"10, 1";NA;NA;"43, 14, 10";47,26669;39,6657;426777,830582483;2200396,94935502;2;0;0;3;5;83
"281";"10";193,943710144867;"Кафе ""Полет""";"10, 1";NA;NA;"43, 10";47,26437;39,66643;426518,974259687;2200447,83625226;2;0;0;2;4;21
"1031";"10";258,710434915761;"ул. Оганова";"99, 96, 94, 49, 10";NA;NA;"94, 49, 14, 10, 99, 96";47,26291;39,66525;426358,169477007;2200355,79201703;5;0;0;6;11;72
"153";"10";341,794786631095;"Военвед";"49, 10, 99, 96, 94";NA;NA;"99, 96, 94, 49, 14, 10";47,26292;39,66083;426364,944913297;2200021,30283349;5;0;0;6;11;7
"727";"10";289,455748992978;"Рынок";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 14, 10";47,26206;39,65569;426275,945721093;2199630,67712468;5;0;0;6;11;45
"159";"10";111,568938784225;"Военторг Новостройка";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 10";47,26057;39,65255;426114,347770753;2199390,20957009;5;0;0;5;10;10
"235";"10";251,440592352874;"ЖК 50-летия Победы";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 10";47,26038;39,6511;426095,098585804;2199280,10710812;5;0;0;5;10;13
"236";"10";182,863319919597;"ЖК 50-летия Победы";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 10";47,25905;39,64841;425950,719366157;2199073,98569524;5;0;0;5;10;14
"812";"10";172,839313257585;"Стройгородок";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 10";47,25824;39,64545;425864,50801227;2198848,41019048;5;0;0;5;10;60
"239";"10";438,890362547393;"ЖСК";"99, 96, 94, 49, 10";NA;NA;"99, 96, 94, 49, 10";47,25753;39,64205;425789,995228212;2198589,71624044;5;0;0;5;10;15
"158";"10";582,739565536756;"Военная часть";"96, 94";NA;NA;"96, 94, 10";47,25781;39,63518;425830,089886992;2198070,27668236;2;0;0;3;5;9
"505";"10";332,335224702316;"Переезд";"96, 94";NA;NA;"96, 94, 10";47,25922;39,62618;425998,659745242;2197391,81496568;2;0;0;3;5;34
"603";"10";559,826136201816;"Пост ГИБДД";"96, 94";NA;NA;"96, 94, 10";47,25993;39,6218;426083,371428005;2197061,68964468;2;0;0;3;5;41
"358";"10";422,741794132367;"Нефтекачка";"96, 94";NA;NA;"96, 94, 10";47,25553;39,61553;425602,512795429;2196578,56702145;2;0;0;3;5;29
"715";"10";710,363461975009;"Ростов-Товарная";"96, 94";NA;NA;"96, 94, 71, 10";47,25127;39,614;425130,946664871;2196454,44454403;2;0;0;4;6;43
"1152";"10";616,154431533457;"Хлебозавод";"96, 94";NA;NA;"96, 94, 71, 10";47,24445;39,61396;424372,798428687;2196438,10516838;2;0;0;4;6;82
"260";"10";596,729482252445;"Издательство ""Молот""";"96, 94";NA;NA;"96, 94, 71, 10";47,23847;39,61411;423707,783888823;2196437,79172166;2;0;0;4;6;17
"76";"10";110,855512260518;"Авторынок ""Фортуна""";"96, 94";NA;NA;"96, 94, 71, 40, 16, 10";47,23304;39,614;423104,260673833;2196418,86699423;2;0;0;6;8;2
"989";"10";406,13246139361;"ул. Малиновского";"96, 94, 71, 67";NA;NA;"96, 94, 73, 71, 67, 56, 48, 10";47,23227;39,61493;423017,421871228;2196487,78792485;4;0;0;8;12;70
"1122";"10";370,626435743732;"ул. Шишкина";"96, 94, 71, 67";NA;NA;"96, 94, 73, 71, 67, 56, 48, 10";47,23231;39,62086;423014,009706111;2196936,90962302;4;0;0;8;12;75
"942";"10";242,853656968852;"ул. Карпатская";"96, 94, 71, 67";NA;NA;"48, 10, 96, 94, 73, 71, 67, 56";47,23233;39,62634;423009,000820606;2197351,91624351;4;0;0;8;12;66
"933";"10";52,5930379750483;"ул. Зорге";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23131;39,62918;422891,867695632;2197565,00434867;4;0;0;10;14;64
"923";"10";387,484718893948;"ул. Ерёменко";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23141;39,62986;422902,091454567;2197616,6905651;4;0;0;10;14;62
"319";"10";435,024431359293;"Магазин";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,2275;39,62985;422467,418383483;2197608,39247933;4;0;0;10;14;22
"512";"10";359,147705516714;"пл. 339-й Стрелковой дивизии";"94, 26, 71, 96, 67";NA;NA;"23, 20, 10, 25, 59, 40, 67, 52, 96, 94, 93, 73, 71";47,22329;39,63034;421998,73699322;2197637,38470876;5;0;0;13;18;36
"959";"10";388,115363377321;"ул. Кустанайская";"71, 67, 26, 94, 96";NA;NA;"71, 10, 20, 23, 25, 40, 52, 67, 73, 93, 94, 96, 59";47,21999;39,63201;421629,674939993;2197757,51199827;5;0;0;13;18;69
"1135";"10";326,49777504717;"Университет";"96, 26, 67, 71, 94";NA;NA;"25, 23, 20, 71, 40, 73, 52, 59, 67, 96, 94, 93, 10";47,21574;39,63408;421154,47773908;2197906,12783539;5;0;0;13;18;80
"932";"10";103,802917980562;"ул. Зорге";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21287;39,63497;420834,246932334;2197968,03051949;5;0;0;13;18;63
"934";"10";382,33172776915;"ул. Зорге/пр. Стачки";"96, 94";NA;"8";"96, 94, 93, 73, 20, 10";47,21194;39,63487;420730,987255854;2197958,66888966;2;0;1;6;9;65
"550";"10";316,862347221003;"пл. Плевен";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20828;39,63465;420324,383508124;2197934,97177493;5;0;1;8;14;38
"1133";"10";338,259799786994;"Универсам";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,208;39,62918;420300,430649456;2197520,0335798;5;0;1;8;14;78
"788";"10";191,509621842706;"Сказка";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20789;39,62471;420294,086914214;2197181,17920277;5;0;1;8;14;57
"587";"10";269,408213895687;"Поликлиника больницы №20";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20772;39,62219;420278,513992451;2196989,93724076;5;0;1;8;14;39
"52";"10";213,550735087952;"42-й дом";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20763;39,61863;420273,218184556;2196720,05986484;5;0;1;8;14;1
"92";"10";457,513851566487;"Аптека";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20753;39,61581;420265,840400642;2196506,22404843;5;0;1;8;14;4
"335";"10";363,808232141085;"Магазин ""Богатырь""";"34а";NA;NA;"44, 10";47,20343;39,61623;419809,47590736;2196530,0592598;1;0;0;2;3;26
"134";"10";NA;"Больница №20";"34а";NA;NA;"44, 10";47,20347;39,62104;419807,551033636;2196894,56755827;1;0;0;2;3;5
"871";"11";890,33184712127;"ул. Береговая";NA;NA;NA;"11";47,21544;39,72141;421010,45534241;2204520,64529079;0;0;0;1;1;44
"11701";"11";325,565010905323;"Центральный рынок";NA;NA;NA;"99, 90, 78, 58, 38, 20, 11, 6";47,21575;39,7094;421059,699797844;2203611,47045474;0;0;0;8;8;69
"2231";"11";133,249100722981;"Дом обуви";NA;NA;NA;"99, 90, 78, 58, 45, 44, 43, 38, 11, 6";47,21861;39,7085;421378,767810547;2203548,49157862;0;0;0;10;10;11
"2931";"11";109,469719952397;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;15
"8611";"11";519,888306676651;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;43
"9881";"11";498,406460798641;"ул. Максима Горького";"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47";NA;NA;"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47";47,22541;39,70508;422138,982230391;2203301,83178342;15;0;0;11;26;51
"9951";"11";378,4426221321;"ул. Малюгиной";"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27";NA;NA;"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12";47,23023;39,70292;422677,519052909;2203147,03985433;16;0;0;12;28;53
