field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descript_1,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop,beer_apt,coffee_apt,food_apt,pop_densit
149,3,"173,026249066905",Верхненольная,"3а, 3",NA,NA,"98, 80",47.22861,39.75029,422439.63673,2206731.39483,2,0,0,2,4,4,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,6.00000,10.00000,70.00000,240.00000
38,3,"348,378114611346",2-я линия,"3а, 3",NA,NA,"98, 80",47.23015,39.75060,422610.47273,2206757.57607,2,0,0,2,4,3,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,8.00000,9.00000,70.00000,408.00000
559,3,"288,989588275828",пл. Театральная,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1","98, 80, 55",47.22774,39.74766,422346.06691,2206530.69409,7,0,4,3,14,23,Театральный спуск и площадь,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,,,,
448,3,"173,784062666315",пер. Нахичеванский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22663,39.73924,422232.79761,2205891.07256,7,0,4,0,11,17,Театральный спуск и площадь,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,16.00000,9.00000,60.00000,96.00000
632,3,"301,309381602775",пр. Кировский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22515,39.73194,422077.10213,2205335.58696,7,0,4,0,11,29,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,30.00000,50.00000,19.20000
493,3,"285,271945633852",пер. Университетский,"3, 98, 80, 70, 67, 7, 3а",NA,"22, 9, 2, 1",NA,47.22445,39.72809,422003.96441,2205042.75710,7,0,4,0,11,20,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,40.00000,60.00000,168.00000
663,3,"461,382549158693",пр. Чехова,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22351,39.72352,421905.03972,2204694.95854,7,0,4,0,11,32,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,40.00000,60.00000,192.00000
625,3,"291,123399580576",пр. Ворошиловский,"98, 80, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22225,39.71740,421772.46335,2204229.17647,8,0,4,0,12,27,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,5.00000,22.00000,80.00000,168.00000
478,3,"402,059801230814",пер. Семашко,"3, 98, 80, 70, 67, 33, 7, 3а",NA,"22, 9, 2, 1",NA,47.22146,39.71369,421689.20196,2203946.75713,8,0,4,0,12,18,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,2.30000,25.00000,80.00000,168.00000
616,3,"191,728084641497",пр. Буденновский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22023,39.70869,421558.63302,2203565.82474,7,0,4,0,11,25,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,8.00000,22.00000,110.00000,240.00000
617,3,"393,398634049772",пр. Буденновский,"98, 80, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.21984,39.70622,421518.33442,2203378.03367,8,0,4,0,12,26,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,10.00000,24.00000,70.00000,144.00000
401,3,"356,369686669254",пер. Братский,"98, 80, 75, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.21846,39.69954,421373.21796,2202869.55290,9,0,4,0,13,15,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,15.00000,13.00000,60.00000,96.00000
759,3а,"514,754848847132",Сады,"35, 3а, 42а, 42",NA,NA,"93, 59, 58, 24",47.27781,39.80283,427847.85488,2210793.02469,4,0,0,4,8,54,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,4.00000,,28.00000,48.00000
970,3а,"280,615941483964",ул. Лесозащитная,"42а, 42, 35а, 35, 3а",NA,NA,"59, 58, 24",47.27163,39.79888,427165.33034,2210483.73133,5,0,0,3,8,62,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,,,30.00000,96.00000
491,3а,"335,128764575889",пер. Туапсинский,"42а, 42, 35а, 35, 3а",NA,NA,"59, 24",47.26910,39.79639,426886.92476,2210291.03517,5,0,0,2,7,24,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,7.00000,,25.00000,96.00000
940,3а,"411,012931540788",ул. Камская,"42а, 42, 36, 35а, 35, 28, 3а",NA,NA,"59, 58, 24",47.26989,39.78955,426982.65432,2209774.78325,7,0,0,3,10,60,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,15.00000,,25.00000,192.00000
608,3а,"530,67300418756",пр. 20-летия Октября,"42а, 42, 36, 35а, 35, 3а",NA,NA,"59, 58, 24",47.26706,39.78612,426672.01097,2209510.40132,6,0,0,3,9,32,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,14.00000,,21.00000,72.00000
1014,3а,"278,88972965085",ул. Молодежная,"42, 35, 3а",NA,NA,NA,47.26487,39.77948,426436.27611,2209004.16104,3,0,0,0,3,65,Орджоникидзе,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,4.00000,,30.00000,96.00000
8831,3а,"219,439791351525",ул. Веры Пановой,"98, 67, 54, 11, 3а, 3",NA,"5, 1","79, 66, 59, 40, 29, 24, 19",47.25659,39.76745,425529.88110,2208079.40204,6,0,2,7,15,59,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,1.50000,1.80000,30.00000,72.00000
10781,3а,"182,441160032615",ул. Сержантова,"54, 11, 3а, 3",NA,"5, 1","79, 66, 59, 40, 29, 24, 19",47.25463,39.76776,425311.61450,2208099.46956,4,0,2,7,13,68,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,17.00000,5.00000,90.00000,120.00000
7791,3а,"309,464543680213",Сельмаш,"98, 67, 54, 11, 3а, 3",NA,"5, 1","79, 66, 59, 40, 29, 24, 19",47.25445,39.76536,425294.43744,2207917.49482,6,0,2,7,15,56,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,20.00000,1.90000,60.00000,12.00000
8421,3а,"150,66952800755",ул. 1-й Конной Армии,"54, 11, 3а, 3",NA,"5, 1","79, 66, 59, 40, 29, 24, 19",47.25169,39.76487,424988.17700,2207875.61159,4,0,2,7,13,58,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,14.00000,3.00000,70.00000,168.00000
6471,3а,"79,9393330297385",пр. Сельмаш,"54, 3а, 3",NA,5,"79, 66, 59, 40, 29, 24, 19",47.24390,39.76541,424121.49514,2207902.96485,3,0,1,7,11,38,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,10.00000,1.20000,50.00000,264.00000
6701,3а,"334,602914210588",Пригородный автовокзал,"3а, 7, 54, 67, 98, 3",NA,"9, 1, 5","59, 19, 24, 29, 52, 66, 67, 79, 88, 93, 95, 40",47.24182,39.76184,423894.48019,2207629.06666,6,0,3,12,21,45,Верхняя Нахичевань,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,7.00000,,80.00000,72.00000
6661,3а,"335,945225048983",пр. Шолохова,"98, 67, 54, 7, 3а, 3",NA,"9, 1","66, 24, 19, 95, 79",47.23995,39.75808,423691.05013,2207341.12853,6,0,2,5,13,41,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,3.00000,,70.00000,360.00000
11161,3а,"451,083831442164",ул. Ченцова,"98, 67, 54, 7, 3а, 3",NA,"9, 1","95, 79, 66, 24, 19",47.23631,39.75959,423284.58385,2207449.10788,6,0,2,5,13,69,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,5.00000,1.80000,70.00000,144.00000
31,3а,"461,048579616709",13-я линия,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1","98, 80",47.22966,39.75804,422547.12267,2207320.13283,7,0,4,2,13,1,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,18.00000,2.70000,60.00000,62.40000
221,3а,"141,470878099424",1-я линия,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1","98, 80",47.22856,39.75216,422431.84174,2206872.92155,7,0,4,2,13,2,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,16.00000,6.00000,60.00000,192.00000
1491,3а,"173,026249066905",Верхненольная,"3а, 3",NA,NA,"98, 80",47.22861,39.75029,422439.63673,2206731.39483,2,0,0,2,4,6,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,6.00000,10.00000,70.00000,240.00000
381,3а,"348,378114611346",2-я линия,"3а, 3",NA,NA,"98, 80",47.23015,39.75060,422610.47273,2206757.57607,2,0,0,2,4,3,Верхняя Нахичевань,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,8.00000,9.00000,70.00000,408.00000
5591,3а,"288,989588275828",пл. Театральная,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1","98, 80, 55",47.22774,39.74766,422346.06691,2206530.69409,7,0,4,3,14,29,Театральный спуск и площадь,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,,,,
4481,3а,"173,784062666315",пер. Нахичеванский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22663,39.73924,422232.79761,2205891.07256,7,0,4,0,11,21,Театральный спуск и площадь,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,16.00000,9.00000,60.00000,96.00000
6321,3а,"301,309381602775",пр. Кировский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22515,39.73194,422077.10213,2205335.58696,7,0,4,0,11,37,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,30.00000,50.00000,19.20000
4931,3а,"285,271945633852",пер. Университетский,"3, 98, 80, 70, 67, 7, 3а",NA,"22, 9, 2, 1",NA,47.22445,39.72809,422003.96441,2205042.75710,7,0,4,0,11,26,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,40.00000,60.00000,168.00000
6631,3а,"461,382549158693",пр. Чехова,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22351,39.72352,421905.03972,2204694.95854,7,0,4,0,11,40,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,6.00000,40.00000,60.00000,192.00000
6251,3а,"291,123399580576",пр. Ворошиловский,"98, 80, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22225,39.71740,421772.46335,2204229.17647,8,0,4,0,12,35,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,5.00000,22.00000,80.00000,168.00000
4781,3а,"402,059801230814",пер. Семашко,"3, 98, 80, 70, 67, 33, 7, 3а",NA,"22, 9, 2, 1",NA,47.22146,39.71369,421689.20196,2203946.75713,8,0,4,0,12,22,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,2.30000,25.00000,80.00000,168.00000
6161,3а,"191,728084641497",пр. Буденновский,"98, 80, 70, 67, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.22023,39.70869,421558.63302,2203565.82474,7,0,4,0,11,33,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,8.00000,22.00000,110.00000,240.00000
6171,3а,"393,398634049772",пр. Буденновский,"98, 80, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.21984,39.70622,421518.33442,2203378.03367,8,0,4,0,12,34,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,10.00000,24.00000,70.00000,144.00000
4011,3а,"356,369686669254",пер. Братский,"98, 80, 75, 70, 67, 33, 7, 3а, 3",NA,"22, 9, 2, 1",NA,47.21846,39.69954,421373.21796,2202869.55290,9,0,4,0,13,19,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,15.00000,13.00000,60.00000,96.00000
945,4,"308,597617154146",ул. Каширская,4,NA,8,"73, 4",47.19887,39.61973,419297.89117,2196786.38141,1,0,1,2,4,33,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,16.00000,1.00000,27.00000,192.00000
460,4,"255,226940503606",пер. Пржевальского,4,NA,12,"73, 8",47.19867,39.62468,419269.11655,2197161.06442,1,0,1,2,4,13,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,РЎРѕРІРµС‚СЃРєРёР№,,,,administrative,,183144,,9,,,,,,,ru:Советский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,183144,143.15932,16.00000,1.00000,27.00000,192.00000
177,4,"203,22310980956",Гипсовый завод,4,NA,12,"73, 8",47.19630,39.62573,419004.25386,2197236.04272,1,0,1,2,4,1,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,18.00000,,22.00000,72.00000
982,4,"245,4057242923",ул. Магнитогорская,4,NA,12,"73, 8",47.19512,39.62778,418870.37102,2197389.10430,1,0,1,2,4,38,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,18.00000,,22.00000,72.00000
494,4,"174,881604545941",пер. Урицкого,4,NA,8,"73, 4",47.19321,39.62940,418655.90155,2197508.18043,1,0,1,2,4,17,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,20.00000,,40.00000,120.00000
443,4,"238,458985304726",пер. Молодогвардейский,4,NA,8,"73, 4",47.19265,39.63156,418590.80850,2197670.78679,1,0,1,2,4,9,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,6.00000,,30.00000,9.60000
444,4,"464,185944127968",пер. Молодогвардейский,4,NA,12,"73, 8",47.19479,39.63142,418828.90091,2197664.29752,1,0,1,2,4,10,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,9.00000,,18.00000,40.80000
952,4,"749,4531527361",ул. Кузнечная,4,NA,8,"73, 4",47.19362,39.62553,418706.57570,2197215.70541,1,0,1,2,4,36,ГПЗ-Кашира-Извилистая-Краснодар-Коммун-Малина,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,20.00000,,40.00000,120.00000
489,4,"227,035214586726",пер. Строительный,4,NA,8,"8, 4",47.19187,39.63620,418498.01604,2198020.91246,1,0,1,2,4,15,Портовая,,,,,,1,0,-1,,,Р–РµР»РµР·РЅРѕРґРѕСЂРѕР¶РЅС‹Р№,,,,administrative,,104339,,9,,,,,,,ru:Железнодорожный район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,104339,101.13816,,,40.00000,0.96000
